Left Shoulder
238.0490 120.5078
277.8776 134.3750
279.7673 136.1289
250.1021 128.8516
239.6980 124.2500
236.2449 127.1641
236.6041 124.3203
248.9184 124.5664
243.4286 122.1758
252.7551 130.3438
250.9592 128.3672
258.7102 137.3125
209.8041 134.9844
173.8367 122.7227
255.0000 125.2969
246.2531 119.7188
245.9592 125.1250
252.0816 122.3281
250.0816 125.9688
242.8653 128.0469
240.9592 122.3672
240.9184 137.3438
238.7755 132.5625
236.4286 130.9922
239.9061 128.0000
244.2449 141.4375
245.6082 134.2266
247.4000 132.5313
242.8898 134.8281
234.1021 132.5938
241.9102 135.5039
244.6939 140.3633
252.2653 143.5391
243.5918 138.4805
164.8204 121.3594
162.0367 124.4375
187.4531 132.2500
206.1347 139.5313
209.2204 138.1250
207.8612 134.9570
161.5918 135.5469
122.6939 124.9102
132.0694 140.7500
180.2857 142.1719
182.6408 142.8945
222.4490 150.7031
222.0081 149.9609
221.3061 152.2227
154.0204 138.3672
144.1061 143.1563
176.0408 153.3828
146.2571 151.0781
148.1225 143.8438
145.1184 141.7695
72.0490 150.7617
28.3796 134.6719
263.2449 145.1641
266.0775 140.3633
256.5714 130.2344
256.8571 139.7070
246.2857 130.0039
251.3633 134.6563
255.3061 136.5000
254.6530 135.9688
258.8857 131.6680
249.5714 126.9375
257.5020 136.3516
253.5674 134.5625
252.3061 131.4375
255.4000 133.3867
250.4775 132.0469
255.6694 131.8906
254.6571 130.3398
252.4163 136.5781
254.8490 130.2266
252.7796 130.7500
259.6898 138.4922
257.9102 138.9844
253.9755 137.4805
247.5796 130.4453
250.6939 130.0938
271.8163 133.6406
281.9143 139.0273
219.7102 132.1406
221.9265 121.3750
207.8000 124.4063
209.2449 130.9375
205.9306 134.3359
210.3837 131.8359
224.6735 135.5625
259.6000 139.5781
288.5633 140.8789
274.2531 142.8125
247.6122 134.7148
249.7592 140.0469
236.5347 143.1875
235.7143 133.3672
235.4286 133.9805
236.3674 140.8008
237.7429 129.4688
239.3265 135.2227
392.5184 207.2656
200.6367 246.4297
201.1429 246.3477
216.3143 250.9375
222.9388 251.0313
228.0612 256.9219
222.8000 243.2500
247.2000 245.6680
254.6000 252.8555
230.2816 247.2266
204.7061 247.3281
208.6776 249.6250
206.7265 248.8125
212.2041 240.2734
222.2857 237.0547
238.5510 247.0000
239.7143 246.3945
243.0245 254.5898
239.3306 243.3438
393.4898 188.4375
291.0000 211.9844
275.6000 207.7813
374.7143 213.5781
411.6000 228.5586
421.5551 233.1016
414.8000 228.4375
404.3429 231.6719
407.8204 234.2578
407.1102 226.3750
415.4286 215.2852
405.7551 236.5469
399.2163 222.1641
290.2653 181.2656
277.6776 180.1797
272.1592 176.0313
261.2082 178.9219
263.5469 180.1250
266.4653 178.7188
425.2000 226.6953
429.5837 220.5078
251.4286 168.7656
246.8571 176.8438
370.2286 184.1523
337.8653 179.6328
334.0980 180.8477
335.2245 185.1602
179.7755 175.0000
100.6735 169.3164
99.2571 164.6250
92.7878 179.8438
110.1429 171.7656
184.4857 174.5625
186.0449 170.8750
184.9102 176.9102
374.0245 232.3594
409.6776 244.1797
398.2857 235.5156
186.5674 172.6953
393.0163 191.1875
371.9429 189.5078
378.9429 184.4336
390.5306 176.6094
376.5918 178.4844
377.2449 233.1777
408.0286 239.2109
402.3796 232.7188
424.2245 231.9141
522.9796 194.1016
531.0571 221.7695
395.1347 226.7031
393.1143 228.1719
372.3714 235.7188
520.8286 224.5430
377.2980 228.6797
377.4490 232.7500
276.1633 172.8906
274.8571 178.0547
265.4612 161.6406
264.1429 169.0938
192.5714 154.3750
182.8327 175.0000
369.9184 142.5117
341.5020 144.1914
442.1286 264.6602
219.4816 132.8750
222.8653 137.3594
231.2572 132.3984
229.4490 132.0625
186.0204 129.1016
196.8816 139.0234
441.0857 153.6875
484.4734 149.9844
538.5551 126.8398
495.8286 130.4375
496.9510 112.3945
485.5143 117.1875
518.4286 111.2031
521.5510 137.2969
571.6000 139.7734
588.4572 147.5195
592.8530 146.3594
569.3674 157.3750
551.4000 150.4453
240.0163 325.8672
525.8204 153.0039
500.8204 148.2109
438.6000 147.3281
76.7714 129.7344
183.8000 137.5742
214.5102 140.7227
210.5429 151.1602
397.4286 157.9219
395.4081 139.9023
472.2653 153.7969
485.0204 170.6719
471.1429 230.3281
449.9020 198.5938
472.5388 218.9219
473.5633 227.7539
441.2082 245.2695
502.3265 206.9414
467.3347 210.0000
457.5184 194.9688
455.8735 191.4688
483.5633 216.3789
464.8367 199.8672
459.3265 192.9102
525.5183 248.8750
539.3592 250.9219
446.2408 166.2305
350.7714 162.0625
335.2204 166.8125
322.0775 160.6250
319.8408 159.0000
325.6653 164.4375
336.8857 154.5703
433.4694 152.3281
435.8000 146.2422
446.4000 148.0391
443.4531 148.0313
431.3347 141.9531
443.1959 150.7930
436.0122 153.2539
437.3673 154.6250
406.1877 130.0938
398.5959 139.0000
396.7551 143.7500
362.8245 144.6484
311.2735 133.2188
306.3061 158.3594
303.8163 151.3125
267.9184 148.0625
210.6000 136.0469
190.7102 120.2852
215.3673 132.2656
256.3755 158.8516
261.4857 158.9961
241.1633 159.3867
190.6000 124.8750
189.8163 159.3203
224.6082 162.6055
277.7102 143.9063
275.8776 144.5352
301.9551 155.0938
324.4326 160.8633
467.6000 202.6445
554.1551 208.7188
271.6816 197.4336
272.4286 198.0938
580.0204 199.5625
281.4490 202.7813
351.1429 197.8984
372.4653 213.2344
331.2816 214.1094
332.2122 213.2852
286.5388 194.5430
312.1714 216.7969
535.9102 194.5547
503.9673 201.4375
477.2286 198.2031
487.2612 197.1641
495.2408 196.9141
526.8000 201.5313
406.9388 218.9219
255.8612 204.3359
261.9143 194.1289
269.4939 199.8516
255.6612 214.8125
253.6694 211.1563
262.0000 212.8516
259.6816 214.0703
251.4653 207.3125
501.5714 203.9727
546.1224 204.8906
512.7184 204.7422
271.5959 200.1406
271.0816 219.1094
266.1796 223.0469
259.5551 215.8203
264.5510 217.7500
256.8694 205.5547
245.3428 212.8125
251.5306 213.1016
270.2041 248.4141
266.0816 242.7188
257.7510 249.8125
224.6000 254.1367
240.4694 260.8438
242.3592 262.8789
304.2939 280.1250
375.4490 221.6797
374.2286 206.0391
326.6571 248.5859
327.7592 265.1328
384.7143 132.5430
430.0816 159.2148
483.2000 136.2695
507.8367 140.4453
538.4816 158.9609
483.9184 205.9102
532.2245 225.1250
553.6327 216.1641
366.7551 233.8281
350.3714 228.1875
332.8979 224.6797
316.6000 221.8125
363.0939 223.8984
282.5837 217.8438
283.8653 204.6445
246.5755 203.7813
250.5918 205.0430
246.2286 212.9648
271.3061 202.1016
275.0408 202.3125
344.9837 235.3047
225.8286 192.0195
220.2857 188.0313
394.3347 129.9531
419.8408 152.4063
500.9673 170.9531
487.3714 177.0078
324.8163 197.5625
303.8000 199.0313
429.6000 204.2891
457.7837 216.5625
448.1061 208.3125
429.8204 209.2969
450.2000 217.5000
454.0816 204.6250
460.1469 205.1602
244.0775 269.1875
329.4000 221.2500
305.3429 275.8672
254.3959 292.5039
264.0653 295.6094
257.0898 290.3750
244.4531 277.6602
454.8531 245.7500
457.0286 231.5156
475.4000 223.3125
470.8000 227.5703
476.5306 227.7500
357.3673 186.0625
356.5143 190.3477
364.8490 192.1250
364.8571 188.5938
368.0857 184.5156
370.4531 196.0156
416.0775 192.5625
456.0286 192.3750
510.2408 190.2500
502.2449 187.6641
521.1429 183.0625
644.9673 174.0313
642.7837 174.9766
602.4449 183.9297
604.0939 191.2891
598.0817 189.0000
631.4286 179.1133
652.9918 183.8750
640.4612 188.2734
626.5225 175.3242
629.3021 187.5234
642.6653 192.3125
641.5184 190.4492
640.3469 196.6875
651.0245 210.7891
666.5061 199.1211
669.4735 195.9883
661.4368 200.3281
656.2980 203.3125
653.7142 210.6953
636.7142 207.8242
629.6694 192.7383
639.3265 194.7500
648.6122 208.1563
644.5510 221.1719
641.6898 203.8281
637.8857 215.1719
663.0204 210.0938
640.0939 208.0000
644.5919 183.2148
632.8408 206.6875
640.9673 200.7031
630.6694 202.1758
639.0204 195.8438
631.6122 194.8320
628.8041 189.8281
631.6285 196.8594
631.7715 197.2813
637.0000 198.4375
620.0000 197.4063
614.2327 199.6797
635.6938 205.5078
436.2122 240.6094
652.8654 198.8750
646.8572 177.3047
621.1143 192.5000
460.5877 253.9063
465.9469 260.1250
461.3143 252.5547
465.5429 260.0430
439.0735 243.2813
575.9102 203.3594
589.1470 203.3750
591.3224 212.6563
582.2531 202.9727
581.8571 212.4688
605.8735 182.6563
551.2286 194.3164
571.9592 177.7500
579.5143 175.6797
566.6000 168.7891
530.0857 165.5039
535.4898 176.8125
511.5714 172.0273
509.6939 165.5000
497.1674 169.3906
498.4081 239.4531
474.0367 239.8984
461.9265 230.2031
444.8857 223.7773
447.4775 220.6523
505.3592 205.5000
496.7755 206.8633
492.2245 192.1250
485.9673 191.7578
476.3878 179.7031
478.9510 184.2148
458.7755 184.6289
460.1674 188.0156
448.0980 178.5000
444.2245 177.4844
426.4572 180.8438
391.9918 209.0820
193.8163 143.3867
192.8408 147.4766
215.4122 133.9805
212.3469 139.4219
441.4449 201.5859
189.9714 129.4766
463.0163 200.1289
482.8367 190.7266
486.7551 193.5430
507.5143 191.8477
509.3469 197.2969
510.0000 199.9375
523.3224 215.5000
591.3633 299.6797
629.6000 293.6953
390.0245 195.2188
432.2122 227.9375
502.9796 237.2656
303.7143 141.3672
311.9714 144.5234
213.5632 134.2539
202.7673 123.6016
198.2000 140.3672
181.2327 137.4063
179.1306 126.2422
191.9592 130.5977
152.4041 132.0938
148.2122 131.9727
123.9306 128.5859
411.6898 145.3125
173.8857 166.5508
519.0367 184.0195
532.8449 204.8125
541.7347 198.5000
477.7755 140.6758
469.1714 161.8320
474.7714 151.5781
470.3347 145.8516
499.2245 188.8438
525.7469 194.4063
526.0693 194.2969
552.4286 208.2031
564.6490 215.4063
563.1183 217.5156
585.1224 223.9375
473.2000 244.6953
466.0531 241.6250
465.7469 253.0938
328.4898 172.6563
317.5714 165.6367
321.3265 161.2891
299.7714 158.1406
300.9633 159.4570
308.1674 162.2500
311.4653 154.6563
305.2000 156.1563
301.2041 156.1602
288.7184 157.4531
284.8571 146.2930
312.8694 162.2656
310.3673 148.2266
446.0735 232.3672
629.4898 217.0898
252.7021 249.6719
644.2245 195.4609
455.6898 200.6406
451.8898 203.4258
417.0245 190.3594
413.0204 247.6719
372.0122 235.2813
482.2041 157.0625
508.9388 148.3594
512.9592 159.8359
372.9674 224.5898
413.5714 225.9570
347.5510 234.7305
371.1224 225.2266
368.8817 219.6250
203.7878 155.2969
589.7102 198.0430
679.2367 234.0938
671.1714 245.2344
555.2041 224.0234
601.4939 199.3008
624.8776 209.2500
644.6735 209.0313
565.9918 199.8438
575.8939 203.2656
396.0286 164.0195
307.4081 188.8828
347.8286 196.9063
225.0000 213.8086
227.2245 213.2578
210.9102 206.0000
651.2694 155.0938
345.7469 270.0313
650.2041 156.7344
662.5714 161.0156
309.7673 261.9844
670.8000 160.7109
260.9225 277.3867
636.6082 164.7070
577.3224 165.0078
489.7551 171.6563
357.7551 169.1797
630.4449 234.5859
289.8571 273.6094
502.8571 175.5391
368.4163 259.2188
418.8000 305.8164
504.8000 176.9219
507.7143 171.7383
484.0000 159.8594
479.2571 155.7500
478.0163 161.5586
478.8367 175.2539
467.1020 190.2344
488.6898 189.6563
455.2000 167.4883
448.8776 161.1211
441.5674 163.3086
436.1224 151.1406
358.7592 274.5000
335.6000 272.0781
352.2000 264.1211
284.8000 224.6914
368.3633 205.5000
406.7061 191.1172
403.1755 192.9258
397.9592 190.0625
302.1347 183.7734
297.2939 189.6094
313.2694 185.5469
313.3673 187.7969
316.3102 193.5039
294.2857 192.6250
294.1837 188.3125
306.3265 201.1016
296.7551 200.2773
320.4286 191.5898
320.6735 196.0781
314.0816 206.7969
334.7061 180.4688
334.3673 179.7578
348.2041 163.1563
342.4041 167.0000
327.4857 155.8047
322.6122 159.9414
326.0245 155.0078
316.6000 143.4023
324.0694 147.9258
322.8694 142.3086
576.9020 190.9219
588.7102 205.9375
591.8000 204.3125
582.5632 202.4531
580.8776 200.3359
580.1102 202.7188
589.0122 211.8516
281.6082 200.7656
501.4204 235.9961
279.6980 203.1719
507.1388 237.1250
277.4490 203.2188
529.2041 232.4688
523.6245 243.2031
519.3265 232.8750
269.6326 199.8125
520.0408 238.4648
268.1796 206.4180
506.0612 231.3438
496.6122 241.2344
492.3878 237.0938
364.1714 229.7500
345.1837 216.6484
298.8571 204.0000
273.3306 199.3750
363.2612 202.0820
360.7551 204.4727
486.7755 184.2031
475.4000 184.7031
356.5347 209.0469
456.7347 181.3594
457.7796 186.7148
323.6163 221.0156
319.4286 207.8125
482.9633 173.7227
356.2857 243.2266
344.9143 252.9375
412.4694 255.6250
132.1143 236.1953
422.4041 252.4258
169.5428 203.8984
450.6326 245.5156
186.9592 227.2344
208.7918 225.4453
459.1837 253.9453
265.7878 219.6758
278.8286 218.0977
226.6531 165.8984
225.5551 179.5313
450.8694 235.0625
444.4000 234.6953
470.8571 218.9297
467.6980 215.3984
468.1510 223.3125
446.7021 231.4375
171.0776 137.9531
200.9388 134.3281
180.2204 142.4219
549.6122 190.3750
538.8530 193.1875
536.2571 190.8125
533.1021 194.4609
535.4082 191.1563
527.2000 201.1211
539.2449 200.1445
555.9510 201.4141
554.7143 203.6094
563.0000 198.5273
566.5347 207.3906
601.2653 209.0469
676.9714 206.8164
362.3878 165.0391
479.8123 207.5781
487.4734 207.0430
462.6327 191.0664
484.8326 198.5938
475.2204 211.2031
466.5388 205.3047
472.1347 195.1367
470.2857 187.2031
466.9347 203.5547
464.9796 195.3125
444.9592 195.0156
466.9143 192.2148
472.5061 190.1719
516.3020 201.8906
533.4734 214.8477
539.3837 218.1250
560.3387 196.8594
568.1552 197.1250
544.9960 193.0703
531.7592 198.2852
329.4122 309.8438
315.3673 313.0391
300.8000 308.1563
306.2000 310.8516
313.0612 318.7344
379.5674 239.5469
351.2571 240.2539
251.7755 184.7578
256.6490 187.3984
254.0163 280.4648
260.7714 196.1094
281.9714 192.1328
278.7143 190.0547
300.4000 196.3555
307.1224 197.4336
321.2000 186.1992
318.5551 186.2461
328.4082 193.2969
342.7551 195.2852
342.2204 194.9531
395.4490 287.8320
389.9878 277.3281
504.5306 241.3672
506.7429 239.2734
484.5714 252.3438
426.6245 161.4531
481.3388 242.6250
423.0081 153.5273
498.2408 243.2031
508.2653 241.5703
515.0000 246.1797
375.4286 212.7031
629.1388 211.5234
509.5306 162.5547
159.8653 161.9922
522.3715 164.5625
158.2571 161.8984
458.6857 183.1563
458.0204 184.1797
436.8286 180.0195
321.8326 122.4492
453.8082 130.0625
429.3143 135.4922
448.2898 142.7188
470.7714 137.3125
186.8326 187.0313
201.0653 184.8125
476.7306 137.0938
473.7551 142.8359
461.6082 137.4141
278.0000 185.9727
467.2857 138.7188
468.7837 133.1836
468.1184 139.5156
469.7551 141.9805
270.3102 190.1445
468.6204 138.3438
301.1143 191.9961
481.4286 147.7813
481.1674 144.7266
288.4245 188.9102
481.1306 139.5820
479.2000 141.1250
476.1265 142.5156
476.1265 150.2266
479.0816 138.5313
588.9143 199.4219
637.3715 186.3750
668.1224 201.5625
665.2898 209.2891
178.5510 189.4961
660.6000 207.7344
645.8163 196.0391
652.4490 201.2500
343.5306 187.4375
337.5714 192.8828
333.9510 186.5234
354.8245 190.6367
349.8735 187.8984
176.0163 209.4844
369.2082 189.7188
317.8408 138.7109
338.1469 138.5781
380.3878 140.6016
206.0612 183.7109
418.4490 145.0859
443.4694 140.8438
396.4612 146.3633
421.2857 150.6719
425.7347 145.2578
435.4000 140.7500
440.5592 147.6406
424.1184 159.1406
419.0408 146.9492
419.3143 153.8438
421.4857 151.3750
436.2000 147.0000
442.9673 154.3828
445.8449 140.1875
435.9388 148.6406
436.9143 151.6523
434.3714 152.7266
442.0530 149.9844
446.3429 152.6523
438.0816 154.3359
443.1796 152.7188
442.0857 157.3164
451.5714 146.0938
446.7837 148.0781
452.7347 148.8594
455.5020 146.9688
463.8939 147.2422
468.8531 143.6680
475.7102 146.6406
625.3347 226.4570
101.4898 196.1250
406.7918 143.6484
530.0980 154.0625
524.3469 149.7813
541.1428 155.2578
530.5143 157.0977
528.1428 162.3125
483.7959 182.0469
444.9592 169.5000
440.0163 172.7969
450.1429 237.1484
442.9755 245.7969
399.0000 163.8867
387.2204 163.1250
384.7551 170.8750
374.9755 150.0703
394.6980 162.7422
404.8939 158.7734
397.2082 168.3750
381.2000 161.3203
407.3673 174.5078
371.5959 172.4375
379.2571 185.0781
383.3469 181.7578
411.3673 189.8906
371.5755 185.2734
382.6122 179.5352
381.7021 179.1719
383.6000 185.0703
407.4939 186.7188
437.6082 185.9063
462.6000 198.9531
436.2857 194.2891
452.3878 209.7109
451.1551 209.5781
457.1959 203.8516
461.8000 212.1563
459.4000 203.1875
454.9796 200.9805
440.4694 213.8359
442.8857 203.9180
425.4776 196.0117
408.2286 197.6328
412.5428 205.5625
428.1429 198.9453
442.4980 199.1563
478.7714 163.2578
479.9551 162.8984
481.3878 163.8750
476.0327 161.9609
452.7143 156.8203
450.0816 160.7656
460.6327 163.6875
282.3673 167.6250
324.8571 251.0469
139.6245 259.8008
307.7429 190.0547
189.4980 206.6563
186.7143 187.1016
488.1388 163.7539
282.0408 171.4609
326.6735 192.4063
310.3225 185.1250
329.6857 179.0625
322.4612 173.7773
341.4490 182.1406
357.6245 182.1602
357.4490 180.5938
337.1918 184.5195
321.1877 174.5469
300.1429 178.8008
296.5755 177.1016
304.4572 179.1250
301.4734 182.8594
312.5306 180.9063
332.7429 188.4375
359.8163 193.5664
356.4000 202.6484
294.4000 198.1992
297.8735 201.3672
380.0531 205.2031
264.9265 172.1055
274.8979 178.5273
257.2408 181.3516
257.7551 178.6641
225.9878 175.6445
200.3755 175.5703
182.5184 171.7227
186.7510 178.1445
200.6449 188.4844
202.4041 175.0000
217.9306 176.4375
507.7673 227.8906
503.8286 233.1719
508.4531 228.3750
511.6286 238.3125
503.8571 223.3633
547.2490 276.3789
686.2286 243.1055
564.4980 311.0625
425.7061 174.0078
524.1755 188.7578
177.4694 131.8594
636.0490 177.3125
396.4123 225.5703
399.4286 227.1094
427.9959 221.3164
541.4286 192.0156
548.7142 196.6250
364.1959 196.2656
367.4490 188.8125
89.0408 136.7813
551.9959 153.5859
461.6327 201.7461
251.4735 235.9883
250.0612 236.8086
358.1469 176.1797
552.4653 226.1953
445.5306 177.1914
507.0327 197.6719
368.4531 218.8125
379.7184 218.0703
549.4897 236.2188
547.8979 236.0000
473.0694 146.8281
474.1143 155.2344
328.8000 165.9688
558.6613 205.9023
562.7143 205.4531
88.5469 188.6250
95.4898 186.9688
82.4245 196.0234
87.6326 189.5703
117.7184 202.5469
140.9714 195.5234
130.0571 191.8242
228.7633 187.2344
240.1143 195.1328
293.8979 185.0195
246.9143 169.0703
220.5510 180.8633
218.2816 161.1016
226.0367 182.5313
229.6041 183.2734
166.7633 275.9609
227.7918 192.0313
685.1959 172.2109
131.6082 147.3438
652.0204 276.0938
534.2449 195.7813
509.5388 191.3906
494.5224 192.8945
490.3755 187.3438
510.2735 196.0664
501.2122 198.5000
529.7714 212.4531
523.8612 214.0117
536.5306 212.8125
522.0857 220.8203
509.9755 202.1211
516.6122 197.1328
520.4612 204.9688
530.2123 212.6875
526.2694 210.0898
516.7551 204.7500
513.0041 208.5313
511.1021 199.7031
528.0000 217.9531
525.8367 206.6250
530.4286 203.4922
534.8245 209.2031
522.9306 211.8438
521.5510 205.0820
512.7062 200.7422
519.6327 207.9609
525.5225 201.2266
519.3673 207.5430
526.0857 203.4453
528.4857 199.0078
519.1306 197.3945
527.7919 200.0625
516.5878 213.5625
528.5632 216.3984
525.7796 210.4336
518.5102 216.4961
510.9592 210.4766
516.9429 211.9531
520.2245 210.6719
518.6653 214.4531
533.5714 221.2656
641.9224 173.7148
467.2490 341.7813
417.9184 178.3438
420.8367 154.2500
240.5959 200.0000
321.0408 210.7344
513.3878 236.7500
156.4490 203.1836
613.2449 200.9375
617.0367 195.1133
607.9959 179.5391
612.9021 185.7852
325.4980 222.1172
335.7796 241.2773
365.5102 206.2969
245.3428 268.0586
537.4245 118.1406
550.5143 131.1914
215.7592 210.5078
397.7633 108.4883
386.8000 142.3594
444.7143 123.7969
366.9143 136.7539
363.0612 144.6250
436.0000 156.5156
410.6122 127.3398
415.0082 133.3438
498.5510 186.5156
427.5592 179.5156
243.1592 159.1875
262.4000 155.5977
382.4531 247.0625
389.2571 212.8789
432.9143 218.6172
425.2000 194.1563
276.8776 221.6797
261.6000 231.4219
459.5919 226.3711
458.0000 233.9453
251.0204 227.1406
241.5061 234.1875
214.0041 256.2891
461.8000 152.6719
284.0286 191.8594
633.0490 262.9688
282.3510 191.2188
275.1796 178.5938
661.2327 258.3008
268.5918 166.6250
273.8571 174.8672
280.8571 177.2930
524.5388 174.5938
173.0163 187.9141
568.3878 177.2734
549.8939 169.8867
443.6000 210.3164
215.3837 224.3594
215.0816 213.8867
180.9265 249.3438
561.1592 176.7500
508.7755 152.9336
668.6449 134.1406
448.2857 137.1172
282.2898 194.6797
472.2857 181.4063
297.6327 184.1289
302.6735 193.9766
656.0082 203.6875
670.7959 319.9922
669.6041 290.7500
661.4286 282.9336
676.1428 212.7188
616.5510 283.8945
187.3673 223.8086
199.7429 211.0781
626.1959 258.0000
598.9429 221.3984
260.3429 224.5117
321.3224 231.8594
592.1552 163.3750
585.3755 206.1250
542.8082 201.8828
518.2041 197.3789
487.0122 178.6719
511.3061 192.3125
524.2980 197.0078
522.5632 199.8594
513.9102 195.0156
511.6327 197.2070
497.6939 196.0938
469.1429 193.2383
441.7755 186.5313
452.8979 183.8438
467.1429 187.8125
472.1102 187.1563
488.5061 188.5898
479.2082 181.3984
502.2368 189.2852
382.0898 192.2891
335.0327 186.7500
329.9510 196.0195
257.9796 193.1992
202.8000 209.5000
210.2857 218.3281
234.0000 223.0000
224.8531 230.1875
497.0816 205.4844
485.3592 204.3984
486.0000 193.3945
481.8000 190.9180
462.7755 186.7500
459.9388 200.0781
459.4082 195.7344
464.5306 206.2188
473.4449 195.8047
535.2204 225.4531
541.8857 225.0391
545.6163 223.2969
428.1102 174.4297
422.2000 169.2070
465.7347 183.7422
205.9061 213.0430
213.2327 209.3086
189.4367 194.3594
180.0000 181.0703
207.5918 196.2656
229.6816 190.4063
257.8531 184.5000
194.4898 130.3516
251.8653 169.1914
242.7633 167.6328
243.6490 164.0742
244.9796 165.0781
263.2041 171.2930
255.2082 165.5313
258.2857 175.2500
266.7143 175.1055
260.5918 171.5078
225.4000 134.7148
222.8163 130.1094
209.3388 144.6563
520.2857 188.6211
502.5714 185.2617
528.6735 237.6602
358.3265 184.7656
313.0775 220.5078
323.7429 244.9023
324.8694 241.3594
322.2449 248.6055
301.4775 230.0781
266.8286 214.4844
248.7959 234.8594
505.2041 178.6523
429.8286 196.6680
340.3837 191.5469
255.4122 201.3125
182.7143 190.8086
282.2980 218.8750
326.8000 151.9141
319.2816 152.4063
512.5428 159.0430
506.8367 156.1680
506.3469 156.8906
526.7429 162.5664
501.1510 152.6992
464.2775 149.3438
313.7143 152.5977
276.4000 159.0469
282.8571 170.5781
458.2408 145.6406
121.6082 278.9844
656.6531 265.8047
127.0449 274.4766
102.1796 257.7500
523.9714 230.9336
524.6694 244.1914
533.2858 247.1797
530.3429 237.1250
467.4041 208.0859
534.4694 237.9336
535.3306 233.1875
209.3143 198.7969
221.9755 219.4844
458.2980 240.6211
470.9388 226.8438
439.0000 177.0000
450.1959 148.3359
443.6939 284.1875
467.6326 216.1875
465.6612 215.9766
460.0000 199.7109
677.0612 326.4063
310.4000 239.3242
484.6408 218.2188
377.7918 184.0000
392.8612 167.0469
391.2776 159.9922
508.2000 176.7500
523.7959 170.0000
284.3714 153.0469
478.9796 312.7227
311.6000 150.3477
537.8000 334.3125
320.7592 154.4063
323.4572 156.6211
600.1388 344.9609
280.5428 159.1016
292.8163 163.8672
277.7755 171.4609
226.3265 209.0469
297.1102 241.6875
379.5510 199.9688
351.2776 229.6953
483.4612 158.9531
484.7469 154.9063
619.7714 298.3359
203.2571 230.6602
580.6122 205.5313
571.2653 304.7813
371.1021 191.5391
324.2000 182.9688
564.2612 201.6211
566.9918 221.9609
564.3184 224.8125
540.1224 205.8750
548.8000 211.5625
561.7184 198.3828
566.8979 206.7461
359.2857 159.1406
360.5020 164.7734
651.6694 216.8750
411.9388 204.2813
425.6653 191.1250
403.7878 174.0000
382.4286 185.3125
623.1428 168.3125
465.8571 200.4141
361.4531 189.0625
392.7143 200.5313
471.8979 158.8242
465.3510 170.0000
446.5020 173.3594
435.8449 170.0000
365.3102 280.3984
611.3102 191.9922
355.8000 226.3125
350.9102 218.5234
307.3878 193.4414
270.7265 197.3594
262.5551 204.5156
487.8123 241.8867
442.6082 254.4063
428.0408 223.2383
461.3714 221.0000
636.2939 185.7930
640.0939 186.0117
642.6857 180.6484
165.6980 272.7813
594.9388 239.5156
577.5632 221.2031
537.7551 195.5430
514.3469 211.8594
175.3388 280.6250
507.4939 210.9961
525.9183 198.0156
515.3796 208.2734
187.8817 278.5234
513.6408 190.2344
516.5265 188.1250
492.9429 195.0703
500.7755 198.8906
471.2857 205.4531
440.5837 234.9414
417.1429 220.7344
269.6857 194.5938
130.8653 236.2188
617.0000 238.9141
604.8041 236.3320
625.3224 236.5625
538.3918 305.3516
618.0000 237.6211
596.8979 239.6797
632.6285 250.1914
637.4408 248.2656
614.7142 260.6719
612.2449 255.7188
621.9143 257.1641
636.4572 257.8281
627.6000 254.5000
646.3959 238.0000
636.6000 252.9688
632.3347 243.3750
625.7347 243.1133
624.9020 255.9688
396.3714 280.2461
582.1021 339.0156
400.0327 209.5781
457.4449 200.9766
290.6572 222.0625
614.4572 265.1953
423.8449 202.1250
448.2000 205.5195
449.3469 200.0469
469.4816 199.6484
490.1021 201.4375
497.6980 210.0664
485.9388 204.0039
502.7347 219.1250
509.1714 219.5234
297.1265 218.6680
245.3061 203.0625
337.2571 198.1250
335.5796 198.7188
370.9429 210.1875
403.1551 218.2773
420.6245 209.7813
418.5143 213.7930
427.7837 215.5000
442.1837 227.0703
433.9673 214.1250
442.5674 220.6875
445.5714 209.4648
462.0123 207.6953
464.5306 206.1602
455.0530 199.1797
472.4898 231.0742
523.2571 232.3125
521.1633 231.3086
414.3143 192.2813
588.2490 241.2109
593.6694 244.1523
613.7469 211.4922
403.1020 193.7070
399.4980 200.6875
396.7143 196.6406
396.8775 186.5859
394.5347 207.1875
380.8490 195.9805
376.1755 181.5508
406.1877 200.5781
421.6490 203.5742
412.7714 195.1563
413.6163 205.5156
575.3755 247.8008
324.5551 269.7656
489.6735 162.0977
521.8449 208.1563
530.8530 201.2266
521.3102 171.6758
517.7143 176.0625
312.3265 260.5078
268.1143 252.6250
265.5306 262.1211
420.8571 197.5820
467.1510 209.2500
489.0939 194.3008
485.0000 202.3555
503.0000 198.6563
493.2041 173.7188
489.4000 189.0781
501.9673 223.5000
551.0204 200.2031
575.9265 235.8320
382.1429 223.8672
386.8286 241.8594
537.1428 251.0352
551.1428 226.6211
559.5306 219.0742
523.5674 231.6719
460.8245 225.0000
300.4490 182.7734
301.4000 185.8594
291.4326 198.7344
397.5919 241.3320
288.3633 199.4063
294.1877 194.0078
274.7184 190.2266
283.8979 185.7734
293.3959 193.0000
296.3225 191.7773
296.6449 187.0078
290.9592 188.8984
299.0000 203.0000
295.9429 202.6328
302.5388 200.1328
304.4245 203.6250
239.1429 202.5898
277.2694 216.9375
273.4082 197.8047
264.2000 195.4688
204.3714 184.9922
216.1714 162.1875
490.0000 207.0000
493.1143 210.1641
