Right Elbow
198.6735 223.5000
130.0490 244.6563
137.0653 269.4883
384.5755 275.0000
381.8979 285.3984
486.2286 316.6758
19.2735 275.7383
40.2245 313.3047
216.6857 260.3125
380.2653 282.0000
436.0653 218.9727
587.0571 191.3945
595.5714 199.4375
591.5796 192.1328
579.6163 216.1914
117.4694 268.2227
92.0000 280.0391
41.3796 287.6953
36.5714 328.5156
41.0041 397.7031
305.6612 296.7500
405.2571 280.7930
478.4326 288.0430
462.0857 289.5117
382.8571 294.1563
329.4000 297.8125
365.9020 279.4297
335.3306 334.6680
329.0857 336.3164
343.3265 297.4922
516.5061 209.8750
377.5633 286.0508
391.6571 415.6250
260.2571 306.1719
598.0204 266.0859
530.1021 311.3789
545.8000 326.8750
567.8776 361.2188
482.3469 319.1211
566.4694 277.7305
610.2612 275.8828
303.6531 265.6602
312.3837 263.0625
308.5143 269.2500
172.7347 327.4297
175.8000 327.5391
181.3755 325.3359
366.1184 337.3125
174.6367 337.3242
172.0082 341.2344
176.1347 340.1250
146.8408 321.8906
431.5959 294.4531
422.3306 292.0898
404.7796 292.5508
224.0000 351.8750
125.1265 284.1055
105.9265 279.4961
152.3755 332.8125
174.3673 388.0625
96.6490 308.6406
154.0163 305.7344
335.1510 341.8750
333.6531 302.8438
288.3633 275.9219
321.1837 296.5313
326.3673 297.5391
467.7959 231.4531
435.6531 238.4922
422.5633 237.7500
405.2857 248.4766
390.5918 242.1875
268.3143 301.1172
237.7673 313.3867
202.8367 318.2188
191.4326 347.1719
177.6286 323.8281
198.1796 333.1875
162.5755 356.7188
148.6776 374.2266
149.0000 337.2734
141.2245 328.3945
348.0694 339.5781
363.0204 369.7969
180.6735 319.0625
200.0816 322.3516
196.0612 302.5547
210.9306 309.3438
216.6163 318.4766
213.7429 291.4609
291.4572 339.1992
285.1388 337.6563
298.1021 342.4844
352.8245 341.2031
383.4245 339.9023
390.9224 338.4375
386.9592 332.1680
391.2653 343.8398
388.8408 350.1133
420.3714 288.9648
353.8367 297.6406
262.9306 335.0742
103.8980 393.1875
128.3755 390.1406
221.6939 273.2539
165.7755 281.7188
173.4286 281.6250
235.0980 274.1641
229.7714 275.2188
233.8000 270.6172
465.0816 413.8281
262.1224 291.4141
270.1143 280.6094
586.4082 246.0000
591.4816 255.5625
624.5225 245.3516
621.7959 242.3125
413.5919 347.9063
383.7347 365.8789
251.1184 310.8750
256.1755 296.7070
253.4408 306.0000
255.9796 348.8867
253.7878 322.2969
251.0204 335.5078
252.2857 303.3828
267.6898 304.2813
344.1429 207.9922
508.8041 318.6875
490.1633 298.9219
506.4041 307.8750
550.4898 311.6250
370.6000 354.1250
249.9510 319.5313
238.0327 349.9023
207.2980 320.0000
243.7755 309.6094
191.7020 194.4805
151.3429 171.9531
408.8204 276.3516
474.0653 353.9258
155.2122 210.4609
435.1429 352.5469
428.9714 300.0547
461.2571 337.0000
462.2898 323.1250
447.7796 324.5625
429.1633 358.2930
425.9020 325.7305
428.4612 361.0938
420.0327 345.0078
426.6367 318.3281
385.8571 219.5117
371.3796 268.8281
212.5347 283.1055
220.3428 288.4922
640.9183 259.2734
603.5674 251.8281
50.2204 253.7109
534.7061 245.3125
31.6000 254.9531
409.7102 245.0000
402.0531 241.3203
435.2368 263.8086
405.1714 260.8359
94.9592 236.5625
146.6326 223.6875
275.0204 218.6250
267.1837 203.2344
422.3633 208.6719
340.1714 245.4570
342.6122 236.9688
374.6857 238.5938
403.9918 261.6875
398.9592 248.7266
411.0163 279.9844
413.7469 292.1406
411.0857 320.1055
194.7347 392.9609
63.2286 413.2188
94.2204 428.3828
112.2000 256.5078
46.1633 326.7969
185.7592 328.7813
142.8816 381.0039
378.8082 256.7188
178.3143 339.0703
467.3592 253.4531
453.8123 261.5000
443.0163 266.5000
431.0857 266.0000
426.2449 282.6094
423.4734 287.3359
219.1633 282.8477
222.8531 284.3477
211.3633 271.3750
242.9225 299.5625
249.6571 297.5938
234.3918 331.0859
231.1592 327.2109
216.0000 330.0000
242.2122 338.0977
238.9959 354.7500
306.0939 412.2188
549.1143 310.0078
346.2857 383.6133
565.4898 209.6602
542.4775 311.7969
259.1714 266.9180
232.2816 260.1484
268.0286 275.2969
174.8979 229.9063
173.6408 230.0703
166.3429 244.5195
161.0449 247.1719
173.5020 248.2500
184.9592 259.5625
185.3306 260.8320
162.6571 283.4375
286.1837 272.5078
266.9306 281.8047
292.4286 194.3047
292.5714 194.5508
285.6939 211.7578
274.6367 223.3164
254.5061 216.5078
247.5714 231.5859
231.7755 267.9375
234.6898 272.6016
202.3184 259.0430
155.5714 317.2969
135.8571 328.2891
515.7551 255.6719
96.8857 335.4922
515.9061 249.3672
522.9224 241.6406
523.2734 231.9648
514.5347 222.0234
510.3796 227.8125
506.3878 216.8438
509.8817 211.5156
516.5306 205.9883
520.7714 214.9844
532.3918 209.2500
143.5510 229.5586
98.5347 234.5625
176.5714 232.4219
172.8367 231.9063
196.8531 245.9648
198.4408 241.3594
224.2163 253.7539
278.4694 241.0664
268.4939 245.9219
259.9184 249.1250
238.5388 252.4258
210.7551 257.9570
214.4286 254.8828
489.0327 248.8359
502.6776 231.0000
483.1837 256.3125
482.0939 258.9297
461.3878 279.9063
457.1633 277.5391
462.3184 289.3633
272.7429 272.7813
198.4367 286.2813
248.0612 278.3633
254.8571 279.1719
233.2571 265.7188
177.8122 289.5625
177.6122 297.1875
209.4327 291.6523
204.3918 281.7188
199.2000 279.0391
117.1633 452.5313
351.8776 289.3242
297.8367 315.0234
295.7265 302.8906
211.0408 310.0000
211.1673 313.2031
213.8122 326.5625
210.7796 323.1602
197.5143 339.6484
202.2041 342.7500
151.9388 365.9453
185.4980 346.5000
195.2531 352.1172
193.1592 356.6484
195.4572 356.8750
254.0735 245.4102
243.9143 244.9805
243.4000 249.8633
242.4898 259.9570
205.6449 265.1875
206.5020 264.8672
195.5306 317.0352
186.7429 364.1563
511.3796 235.0156
528.0490 237.4609
205.0408 237.0664
195.9306 228.4648
255.9469 267.0938
243.6653 276.1641
251.1143 280.6563
192.6327 255.1055
206.0898 266.4766
489.4694 261.7109
290.8571 237.2930
229.2857 327.3047
567.9877 317.0156
583.9470 313.1328
601.3633 319.3086
610.0776 318.8477
484.5347 282.2500
316.6735 213.4141
358.0694 211.1563
396.8490 394.2227
529.8367 260.4180
526.5714 259.2813
317.1265 247.3906
208.7143 250.0000
170.3878 255.3750
168.4857 265.9844
168.2286 283.8555
152.2000 295.1836
153.8898 284.6797
156.0571 272.8359
153.4735 275.3438
170.4000 279.5898
472.6979 381.1719
475.1714 389.4063
57.3347 320.2070
368.4857 269.0469
368.1143 268.2188
306.7551 259.9219
295.6000 240.1406
314.8000 314.0820
286.0000 330.6523
273.2898 408.2422
317.3429 361.8438
388.1918 278.7266
377.8286 259.8672
397.9061 298.3672
399.4734 307.4688
404.2245 296.5977
396.8000 273.0391
402.8857 297.9883
386.1877 303.9531
381.9633 285.7773
383.1102 271.4609
382.9592 268.1172
404.3143 274.4375
411.9388 267.7500
422.1143 269.3008
425.7143 276.6797
473.7837 274.8750
472.3959 254.5000
472.5959 254.3203
457.6000 254.0234
458.0041 254.5000
448.1224 258.4336
447.6857 259.7188
454.4326 252.8438
445.6000 287.8008
322.1633 300.5625
323.9388 299.0547
320.4939 301.5000
358.6735 319.7305
352.6326 334.9961
383.1143 318.0117
381.9428 338.8672
378.5102 344.9453
336.8041 314.3555
318.0000 273.0000
508.6000 351.9375
589.4939 269.0156
304.8979 356.3281
309.3061 323.9648
318.1183 356.0742
315.3224 355.0000
188.2408 337.8750
340.7714 401.7656
189.4041 317.5391
343.4816 408.6797
195.1633 300.8320
177.0857 297.5625
157.8898 260.7344
174.8653 240.0391
167.3592 238.3438
155.9143 236.8477
151.7796 233.6016
149.4857 233.8750
367.7551 279.1875
418.7510 297.4063
413.3878 293.3281
486.7633 335.9375
468.7959 304.3906
164.5184 215.6445
164.2898 217.9219
148.3061 215.5117
141.9388 208.9180
158.5796 176.5469
157.6286 179.3750
158.0531 177.6094
174.7755 218.0391
187.8776 252.4922
284.7918 245.1250
296.3673 296.2031
300.2612 271.4531
310.5918 337.4844
304.9225 288.3086
294.6694 266.7500
209.2857 278.3594
226.4572 289.2188
176.0082 304.5938
133.6735 419.0156
136.5714 255.5781
457.5388 259.1719
520.0204 249.2695
165.9306 278.8359
122.8612 265.9492
339.9265 238.6445
117.7714 261.4297
166.9551 265.3438
244.6163 207.7617
277.9878 341.8359
237.6490 329.5156
256.6000 314.1523
363.6327 392.0820
482.6000 299.3281
477.0000 302.3594
275.6163 268.6758
163.2694 278.5000
144.5796 281.0703
132.1469 282.2500
119.2857 280.6094
398.4898 282.6602
356.4367 269.5234
256.1021 318.9219
182.7428 289.9492
170.9224 295.7734
200.4694 312.2813
191.8571 313.0078
179.2245 299.2266
190.1347 270.0078
546.5143 315.7656
58.7143 302.1719
422.4081 424.3750
459.6531 272.0938
482.0653 274.3828
457.6367 255.1094
656.1510 323.6602
87.5510 226.7813
214.1959 395.6094
214.3469 396.9063
213.1796 388.4844
179.1225 223.1406
146.0041 228.9688
116.7143 229.4609
109.9592 223.9609
86.3347 233.7500
88.5306 229.8086
75.3796 235.1875
189.9592 240.6797
190.6776 230.4219
58.5755 330.6953
420.0000 312.0547
257.2000 278.3750
383.4572 287.6016
155.9020 343.2227
429.9959 238.0039
245.1837 216.0000
232.9102 202.3984
229.7755 205.3633
226.8980 196.5078
211.3714 280.5313
212.4041 197.1445
302.2449 184.1797
391.5755 186.6250
384.4449 193.9688
253.8490 248.1445
304.3878 195.7734
296.1306 193.0625
300.0980 190.1875
235.0204 212.2500
205.4204 186.9297
461.4082 278.8203
249.4326 295.1367
587.7714 299.1797
590.0164 294.5156
195.5714 402.7813
215.2694 425.7344
622.5183 419.1094
384.2041 301.7500
530.7837 349.0000
461.2122 347.6094
472.4204 321.8281
504.0571 361.9375
474.6530 368.4063
437.9388 339.2227
414.3388 291.2813
384.2816 207.2500
126.7673 368.2383
122.0204 374.7734
126.9061 372.4453
131.4122 362.7500
125.2653 361.2344
130.6857 361.0039
127.6490 257.5234
131.0408 249.3438
99.0980 316.0469
459.8000 359.7852
110.6653 319.3555
435.7347 344.1250
120.0000 324.2344
78.8082 249.0781
118.2449 257.6797
95.8898 283.3086
432.6571 329.1719
420.5102 305.9688
418.0775 304.7578
420.8123 306.3672
419.2041 304.5000
417.2531 306.3359
412.9429 305.1563
418.3959 306.3672
420.3184 306.5703
416.4694 305.1445
116.6286 309.3750
74.6449 265.3125
85.4000 270.6250
81.6653 234.9219
93.4816 229.1172
99.2898 223.5508
105.8857 292.5781
115.3429 291.5000
120.2000 291.8125
232.5184 239.7734
484.0245 202.3750
203.8979 267.6797
257.5184 413.1953
259.6531 421.3906
170.8612 291.8047
300.0123 318.4375
292.7143 297.5156
272.1306 282.2969
258.9143 290.6406
481.6286 250.9375
483.2857 242.1250
259.0163 284.1094
230.7143 312.4805
223.2857 321.1797
225.6367 310.8359
239.6163 319.1641
225.2531 313.9023
436.2000 348.2656
186.1633 260.4219
236.7918 232.7188
199.1551 238.0625
204.0000 257.1875
169.4082 243.4922
209.0327 275.5977
259.8776 276.3633
341.0000 287.0469
345.1021 287.9570
141.0571 385.9414
113.0000 385.4375
111.2980 372.6016
46.6857 211.7266
496.1184 232.5938
489.1429 295.6445
311.3306 315.3906
486.0041 324.5547
317.1143 333.1328
467.9592 309.6875
499.6449 305.6719
481.2857 282.4102
311.0898 323.6250
483.1429 326.8398
476.4286 325.1250
467.2449 325.3477
475.7551 337.1211
491.7959 322.1289
465.4000 330.1211
471.7469 309.7031
464.3102 305.6016
304.1021 317.1719
472.7429 324.3750
454.4326 309.8750
484.2245 310.8633
311.4286 326.3945
469.8531 326.7813
313.6327 304.9648
465.1061 322.2500
466.2857 317.1563
477.6653 331.0352
467.9061 315.7188
442.2122 325.5977
432.3184 317.8906
437.1061 296.6563
437.2939 284.2773
442.3347 317.6563
425.9918 289.1875
455.0612 306.1445
449.9673 298.1250
454.6816 315.6836
473.2082 318.5000
466.4490 321.1719
464.2490 313.2539
481.3918 300.6797
459.9184 319.0313
448.5714 316.5469
257.0775 327.1211
425.3551 345.8594
333.5837 332.7109
534.3715 267.3711
506.2653 264.1250
498.5306 245.5156
16.6123 285.2109
55.2857 296.9063
95.6000 298.2422
173.7551 305.8750
172.8286 302.0430
220.3633 313.1641
230.8531 303.1758
116.6449 252.5000
145.0531 248.4102
87.2286 337.7734
354.6735 196.6797
400.2041 230.2422
421.8041 266.7734
489.7143 258.9063
4.8612 252.1875
9.0612 244.5391
663.8572 263.2305
484.9265 280.1250
529.9551 282.4766
143.9020 238.9063
172.1020 254.7188
155.9714 255.5938
162.5429 257.6875
169.2000 257.8359
169.8367 256.8906
181.5674 242.8750
193.5143 266.5781
319.7755 265.0000
314.0857 450.1094
311.1918 430.4844
426.8857 345.7656
419.0612 327.9375
437.8367 324.9375
423.4041 297.5039
415.3469 269.5859
422.2286 320.4531
426.8000 310.0195
443.0980 328.6641
459.1429 344.5000
441.6735 366.3086
347.9265 321.0938
423.4572 307.9531
405.3061 322.7109
402.0571 311.4414
393.7143 181.5938
674.9673 315.6563
626.6408 335.5938
659.0817 314.6445
586.5306 315.4727
354.0408 297.0742
422.3428 293.5781
425.7918 295.3594
321.8735 286.3086
269.6286 257.1563
276.2204 273.1172
402.9878 312.9688
396.7551 314.0781
391.1837 308.7500
387.8041 308.2500
381.1714 308.6563
376.0816 309.8242
400.8979 320.6250
401.9184 308.8203
392.4490 309.1250
385.6245 303.2734
389.4163 309.2539
390.9714 304.2266
377.2694 307.6797
377.6531 305.7734
390.1837 300.3477
393.0286 315.2969
390.4857 304.8281
396.4081 308.2266
396.5306 305.8164
384.4572 309.0938
388.8612 311.2773
399.0449 294.8242
423.4204 279.5703
514.2449 243.9922
505.8571 254.7813
592.1714 279.8008
611.0817 231.2969
502.9306 274.5938
697.3265 260.0195
680.6612 252.9688
667.3429 244.0625
668.8204 247.3438
646.1061 306.7266
608.5510 313.6875
283.9796 218.1563
584.7755 312.5703
437.2041 294.9844
309.5714 343.5078
277.6000 352.0156
102.1469 313.2188
102.4653 336.9219
450.9510 266.9219
449.5714 273.8750
460.2898 276.4688
455.0939 279.9844
138.1918 329.6094
555.7551 315.0625
595.2000 311.1094
245.6898 365.9766
252.2000 369.6953
247.0000 355.8516
98.6122 261.2031
99.6163 264.4219
98.0204 266.8906
98.4775 269.3359
100.7020 279.2500
99.8571 276.2188
100.5837 277.1797
93.5347 282.6250
50.9224 284.7500
12.0000 258.5664
141.3102 228.5938
143.9265 246.2344
174.3469 257.6172
205.0286 278.6016
207.2327 277.3008
267.1102 286.7773
268.2327 288.1523
298.8163 316.0820
351.3878 347.2617
470.1592 380.8750
465.5428 366.7813
435.0367 360.9453
439.8082 359.8750
446.4653 352.1758
451.4694 364.5273
447.3673 337.8281
465.4980 350.2969
442.2000 360.2031
442.8041 358.4844
437.5878 331.8438
484.6286 346.6094
426.2857 330.0156
434.5714 353.1992
439.6694 350.6172
391.3551 317.1094
356.0857 269.6172
395.9918 345.2656
375.6979 320.6445
393.6571 340.8359
238.7143 277.6094
126.2653 362.3594
196.6490 399.6016
186.3061 395.7578
186.1429 402.2500
249.9143 246.3125
228.7714 189.0625
140.8286 208.8438
132.4571 218.0234
134.8367 211.5313
200.3061 244.2578
194.8163 253.1875
301.2653 280.1250
361.0041 268.5000
427.4286 293.7773
430.0286 224.5547
200.6163 361.4609
153.6898 329.0313
152.4326 348.2891
158.0041 291.9063
153.2898 280.0000
479.3306 260.9297
158.3592 284.8906
157.8000 271.5625
518.3673 419.1250
226.2857 277.7813
159.6857 278.3086
170.7714 316.1797
214.9265 312.6875
257.1265 298.3438
267.2857 314.9922
267.8041 320.8633
271.1959 320.4141
72.2367 302.9844
305.5551 294.0234
275.0408 281.1250
286.5143 313.2188
289.5714 305.3906
291.6735 300.3750
91.2082 285.8750
242.8775 286.2031
75.3714 294.9609
232.1061 272.3711
231.9020 271.9063
228.0123 272.7539
253.9184 291.2422
80.1918 292.0781
352.4326 254.8906
355.3878 237.8594
16.5959 312.0898
18.7551 309.1250
321.4081 303.1719
296.8408 291.7500
599.9429 278.7031
606.0082 279.8828
449.2000 238.2930
263.0000 306.8906
266.3388 277.3867
434.9796 242.4766
86.5184 304.5000
155.2653 306.8750
191.5796 305.6914
210.2082 276.0000
396.0816 291.5938
436.6531 313.8789
330.2653 206.8750
241.5714 248.2656
243.4122 243.0352
148.4980 258.7734
136.1143 255.8359
121.9918 244.1367
117.6531 247.7500
117.8122 289.7969
123.3837 270.0547
480.0571 266.5313
135.6653 331.4531
113.0245 317.9922
420.9388 235.8555
421.7551 243.2734
371.7551 414.5000
289.7020 323.6680
337.8735 314.3633
272.9388 257.8047
272.1143 265.5078
360.3347 301.6250
261.5551 269.4492
321.8000 318.2617
315.5347 315.2500
307.1592 314.2070
289.1306 306.6406
275.7551 327.9219
405.3673 313.7188
462.9714 298.1250
393.2449 313.8047
449.1714 288.9063
446.8000 227.9063
431.8408 235.7773
429.6571 246.9063
381.7143 299.0859
368.2163 320.8750
432.2612 277.8516
451.0000 280.5313
451.2898 288.5000
452.7143 284.0000
452.8367 281.9688
459.3061 275.7930
454.0367 279.1406
450.3796 268.9688
457.2245 271.6797
461.8939 260.4805
463.9592 270.5664
485.2735 268.3906
468.0816 277.6250
456.4572 253.2969
458.1674 245.4258
456.4163 241.6797
443.5184 246.6133
453.1021 248.4844
470.2694 252.3516
468.5306 255.9688
454.5266 264.1875
440.4367 258.9609
464.5714 262.7305
442.9918 256.6367
444.6735 268.5469
449.9714 264.2500
454.9796 247.8750
449.4286 254.4023
451.7020 244.2500
429.5388 221.6094
430.7143 220.8438
435.1429 206.4688
425.5143 220.6758
440.7551 218.3750
427.9755 213.2500
422.4163 260.2344
428.0041 253.0938
435.3551 258.8711
393.7143 293.6328
370.0653 285.0703
321.6857 319.5469
317.5428 341.1875
316.7306 339.0781
405.7429 338.0156
435.8286 326.3008
448.3878 318.0859
372.4286 300.0039
383.0816 146.6328
421.5429 277.6172
408.7102 257.6250
396.5428 306.1641
197.7714 225.4414
212.0612 233.7969
202.3551 239.0000
262.0571 237.6797
223.5184 228.7188
432.7755 289.5078
227.1061 208.3359
190.3755 196.3672
265.5714 227.3047
266.1674 221.8125
269.0367 217.3086
285.4286 227.8125
329.5837 203.5000
335.3959 212.3711
318.1510 223.9297
304.5020 247.6875
292.3061 264.3047
287.8531 261.6016
424.3306 245.7422
318.6776 260.5000
341.6612 269.2500
286.2245 318.5977
277.8163 248.3125
311.8571 236.0781
310.6163 242.0938
328.7673 221.5977
313.1021 214.9844
212.4530 359.1406
215.7510 362.2266
270.6694 383.8477
202.8898 185.0625
208.9714 180.3320
521.4286 351.1211
517.6572 354.6367
525.4694 346.5781
506.3184 280.2969
493.8000 247.1172
425.4775 228.4922
425.9225 228.8086
324.8776 244.5313
315.2204 263.3438
247.5837 185.4336
246.7143 185.9961
377.2653 217.1250
383.7510 226.0625
385.0816 211.1875
283.3714 232.0430
283.2245 223.0430
285.5143 204.9531
271.0898 199.9375
269.6327 212.1758
281.4572 216.2383
282.3755 213.9961
289.8571 209.9453
285.0571 212.3516
286.3429 223.0273
324.4734 307.2188
324.3470 307.9219
307.4939 351.0938
348.1021 400.0977
237.1388 300.5156
315.7224 356.3945
333.0000 308.6406
376.8898 305.2969
358.3878 324.4844
329.6735 332.4688
327.6122 328.3984
360.8204 302.9375
339.1918 314.1445
318.7755 327.0117
118.5510 305.6484
109.2000 307.4766
223.1673 268.3125
328.3265 269.1797
322.5306 264.7031
304.9469 249.8086
359.4081 271.7656
395.4408 284.4883
362.2857 251.5078
386.7837 267.2891
387.7469 274.0508
344.3265 315.9063
334.6000 306.8984
332.6490 304.3828
335.0531 302.3086
341.2653 304.4219
462.3878 285.8750
438.3837 291.2656
419.9714 320.3516
414.8857 335.3750
411.2286 357.2734
410.4000 283.4648
452.6653 319.1367
451.1837 304.1250
444.9020 303.0586
407.3429 341.9375
441.7143 342.1563
363.2041 326.3906
309.6408 307.0938
314.6531 213.9688
314.3306 212.1484
332.2368 261.4922
345.0408 271.7578
343.8857 274.7227
341.7469 274.5625
346.4326 271.5938
388.3388 326.9023
386.3673 345.1563
397.0408 326.3125
404.6286 341.8125
390.3469 339.4414
390.8041 342.1719
398.1755 335.7656
387.5510 336.5703
401.4041 336.5859
412.4367 348.3945
333.8286 329.9063
324.4939 327.1289
342.7796 323.1797
390.0082 345.1875
426.6286 311.3359
454.7551 307.8906
406.8817 367.5313
459.2857 272.3125
456.3429 276.7656
463.0571 280.9570
460.2204 276.1563
423.8204 270.5156
415.6735 273.5391
388.9470 286.5977
360.5796 306.8750
570.8776 302.3164
585.4735 296.3906
600.0000 296.2930
519.1837 276.5508
55.9755 316.7188
521.2000 286.8594
520.2531 302.7031
458.2286 316.6523
501.9673 251.5000
505.4000 253.5156
480.4939 246.6484
201.8857 282.1992
482.8571 241.2813
159.9143 280.8438
473.8163 267.2344
483.4980 275.0156
473.4286 270.1250
144.8326 214.0625
497.8653 283.5430
337.7184 268.3438
336.1347 270.8867
347.3469 260.2891
341.1183 250.5781
304.3674 272.3438
317.0408 272.0586
324.3143 266.7344
346.8204 258.2344
354.4204 245.6563
346.8082 253.7031
362.4734 277.3516
450.2449 301.5156
448.8979 311.5117
457.7143 296.1250
438.3469 303.7734
135.1388 224.8594
129.6490 217.6797
132.7143 213.8242
112.4000 237.2813
97.7837 262.2188
448.7020 329.8438
127.7347 288.0781
123.6245 308.4063
456.8571 312.8633
124.2000 306.4375
231.6163 313.2422
252.5674 332.0000
367.3755 274.9844
352.9020 290.0039
355.9184 285.4609
312.2449 315.2656
268.0939 285.0391
200.7143 288.7109
162.8000 292.6250
140.0286 296.4688
131.2775 303.9063
396.3429 241.8750
344.5551 285.4453
112.6082 306.7773
377.6122 313.1953
96.6286 311.2891
359.0612 311.5781
113.1184 315.2656
346.4694 309.0508
130.5714 304.8359
352.6735 313.2500
134.2449 298.2148
134.3796 301.3281
369.3469 285.8438
369.9959 295.8984
384.4000 301.7305
393.7796 330.0078
384.2327 285.8906
385.8204 325.5703
388.6939 327.6172
387.8449 323.3750
376.6571 300.3984
346.4572 311.7891
228.4367 305.6758
306.8041 298.5938
306.4776 329.6172
435.7755 241.6016
418.7020 254.9375
308.1143 226.9609
217.3061 288.4219
140.0000 239.5313
121.0939 339.4883
145.7796 335.5547
172.0082 317.9492
183.8204 306.6563
120.0612 341.3477
179.7755 302.3203
492.8163 285.5938
133.9878 373.6094
258.6735 352.5508
180.9184 355.4531
359.6490 290.6875
423.4000 268.8164
94.8857 333.8164
75.2286 346.6406
81.9184 349.7500
96.8775 347.0781
114.3551 348.8320
115.4000 323.1523
121.0939 328.1250
123.2000 359.3438
122.0122 352.3828
112.1429 365.0977
114.4286 348.1172
111.8490 358.4219
364.5510 275.7227
265.0572 293.5000
243.3347 290.9453
250.2449 301.2969
365.4082 300.3047
376.1021 239.9922
370.3469 274.8125
593.4286 257.3594
300.8939 299.7617
171.5714 316.5234
170.7347 316.4375
178.2776 320.2891
485.1877 304.7813
426.8000 290.2227
425.0857 356.8906
374.7918 228.9844
304.5469 209.8945
325.6816 184.8047
386.4286 229.7266
382.8817 246.9297
345.4980 235.8945
610.1633 361.8516
99.4898 203.9922
92.7143 204.6680
72.8857 213.0703
85.1878 218.2969
95.6653 222.1563
125.3714 226.4219
98.7020 255.2266
136.6082 260.9297
154.2775 262.0234
177.3796 275.8945
212.6000 275.6719
222.7714 276.8750
250.1837 265.3867
280.1959 252.8750
297.1429 264.1758
485.0694 278.7070
227.8612 273.8750
300.8163 276.8750
314.0204 274.8594
301.8612 271.2656
305.6245 274.6250
461.9429 301.8125
457.6041 283.7383
467.9551 322.2070
312.1592 280.1563
493.1143 333.1250
475.8571 324.7070
458.9265 312.6719
277.2898 332.0117
258.8000 353.1523
261.6163 241.7461
582.7959 290.4492
222.2653 207.6250
227.4000 207.4844
654.4694 212.8906
656.4081 211.0781
267.6000 281.5000
136.0408 340.5195
243.0286 193.7344
227.1469 246.2109
249.1429 328.6797
248.2286 347.5313
251.5102 340.8438
275.1306 366.7148
508.7429 274.3242
523.8163 278.3281
145.4163 243.8750
156.3469 235.9375
116.5551 248.5117
360.1837 273.1055
353.5428 263.5625
417.5878 382.5898
194.3429 312.9688
336.4367 253.2813
231.3469 287.9961
83.7673 259.2148
242.0000 411.6953
103.2327 410.6836
120.1878 365.3203
122.9633 373.0898
121.5510 369.7539
116.4000 370.8906
122.0041 375.5859
108.7959 384.4141
149.3306 292.0547
139.8816 283.0078
142.5714 278.4375
429.6490 310.9336
406.7551 250.3906
406.2082 264.2734
366.5428 275.9258
361.1021 295.2031
363.2694 293.9375
341.2939 302.1719
317.1429 315.3828
288.2041 299.7617
324.6122 297.0547
297.1429 293.6680
267.7673 307.8984
492.7061 357.1250
272.1551 299.8438
278.9388 315.7070
288.8000 309.2969
266.2694 337.2891
266.2000 313.0313
250.4000 333.0078
239.3265 309.9492
239.7184 315.6563
222.2857 311.0430
257.3265 333.7773
272.3020 365.0078
267.1469 352.8906
539.1714 337.5000
543.3265 336.3438
224.0000 314.4727
256.8000 307.8750
237.9714 330.6445
227.1429 332.5469
242.7837 335.8672
223.5714 329.3398
223.1347 337.8125
205.8735 332.2656
262.6122 339.8047
188.3429 240.1094
565.2368 264.2969
286.2163 377.8750
181.6367 337.4453
466.4694 320.6953
380.4531 347.9531
303.4816 397.1016
245.8327 417.9219
255.5428 412.4180
244.7755 404.9844
391.3673 342.4844
250.6531 391.4531
557.7714 320.7500
250.3428 388.2422
247.6939 400.1641
233.4775 269.7188
359.4286 297.7070
226.7143 287.2305
369.8367 298.3125
370.2857 301.5938
343.4000 290.7500
416.3878 333.9375
366.9796 254.0508
422.4000 277.6367
447.1959 280.7500
330.0163 327.9102
497.2000 312.6250
476.0980 294.2344
127.1020 233.5781
473.0286 234.5469
451.4286 298.9023
123.0490 369.0859
313.4000 352.1250
322.7388 366.4531
380.6572 337.7891
291.0449 356.3281
301.2571 310.8945
295.1265 333.4844
293.9673 355.4766
339.2490 308.3438
367.8326 328.7695
375.6326 316.8906
340.0000 294.0391
142.1673 320.8086
136.6122 338.3750
108.4082 329.9219
290.7347 282.9883
101.0408 220.7031
148.5428 267.7617
215.0408 245.3242
219.4898 215.3125
232.1510 255.2773
335.5796 275.7656
323.4653 266.7109
209.2449 303.1250
138.5143 304.9375
68.5592 335.8281
416.3265 408.6250
317.4694 361.4023
311.8163 360.3359
530.8776 243.6797
517.5878 248.9922
523.3265 215.4180
505.8776 221.7852
509.1143 218.9375
516.4490 226.8594
514.6938 224.5703
520.8817 221.2227
517.4000 196.6563
511.9592 250.7031
510.9796 266.3164
511.5714 249.8125
515.8857 244.7539
513.6000 258.7031
517.1183 254.2188
510.8326 252.6484
518.6490 257.9648
503.0490 248.4141
517.2857 252.6875
509.6286 250.2695
521.9837 253.6484
523.6408 234.9219
521.8326 235.5625
522.7714 247.4453
513.0980 249.5938
493.3633 257.3008
507.9633 246.6680
511.7429 256.3828
511.4857 243.0781
500.3265 248.3203
492.6245 258.5273
522.8326 245.3125
496.1224 239.7891
500.5837 243.5000
498.3469 238.8594
498.3184 244.0625
495.4081 253.9844
500.9510 260.6406
492.9592 258.1250
517.3592 249.9336
506.7755 261.5156
527.0817 257.7891
521.8612 261.2891
500.4490 258.9063
499.5755 256.4727
483.5714 255.3398
484.4898 258.0352
502.2163 246.7070
503.9470 246.4375
470.5143 257.6094
484.9265 249.8828
513.4122 231.3594
474.3796 233.6875
466.0898 243.0859
506.3755 258.5000
504.6735 259.9180
481.7143 247.2500
471.5225 262.2500
483.6204 140.9844
501.1265 145.1445
