Left Elbow
503.6286 308.3750
357.4163 340.5000
369.5796 357.9336
538.9102 310.3750
533.0367 304.9297
481.9184 196.7500
475.2286 204.2188
345.3878 238.7031
541.5837 306.3281
556.2857 302.3086
85.7959 257.3750
87.3265 256.5625
71.2571 268.7422
69.4776 266.7344
109.2204 273.2500
137.2000 264.7031
120.9714 247.7578
250.5755 260.8516
245.1429 259.2813
312.2245 283.9492
261.7143 272.8125
233.6530 268.5195
237.4367 265.6602
237.8408 277.0313
237.4081 292.8672
179.6572 349.0742
201.4816 283.1719
652.9347 230.4102
135.0122 197.1875
663.5551 311.9688
523.5306 318.2813
512.8612 297.8906
519.6204 289.5742
528.1796 279.9453
546.1021 298.4883
538.6816 301.0000
546.4572 314.6641
552.1959 321.0078
548.0613 319.1875
559.0000 318.0859
545.1102 309.8828
547.4897 313.6328
548.9265 316.5000
551.3592 328.2344
551.1021 328.3203
550.4286 317.2500
538.5796 324.6875
543.6122 321.3281
536.8000 321.5000
552.1021 323.7656
557.8572 323.5313
553.2286 332.0156
546.7347 323.2422
548.0653 322.5430
533.4245 321.6016
545.5510 324.8555
509.4694 320.8320
510.1837 334.4922
519.3755 329.4219
519.5265 320.6641
524.2980 319.1172
512.4000 316.6719
522.7469 332.9609
528.5632 324.0234
540.0939 333.4805
539.5306 334.4023
518.1837 338.4219
533.1428 332.6094
536.9020 336.5781
541.3837 328.3203
542.6000 334.3516
646.7061 227.6797
486.1633 413.4141
435.4286 253.2500
440.2041 228.8594
261.8286 237.5000
329.6286 298.8203
515.1388 327.7500
161.9592 282.2969
627.1224 329.0547
636.5632 307.4180
597.4163 306.8516
615.2816 314.2461
339.8000 274.0000
361.0531 299.8125
378.3061 244.5820
293.2000 404.2344
507.5469 173.3516
518.9714 172.3242
267.5469 254.4219
360.1184 178.8672
362.0286 206.4688
476.8571 166.2070
332.7429 207.8398
340.3878 206.5000
386.6327 216.6719
373.9061 189.6484
382.9877 195.4219
517.3878 244.4844
458.3429 258.2188
267.8082 204.0313
298.7592 247.8125
387.0327 315.7930
415.0939 300.7344
471.0286 321.5469
444.4000 272.4414
236.3878 330.8594
231.0000 317.6719
484.8490 325.8438
475.6326 315.6055
238.5714 344.2734
241.5061 339.6563
224.2694 315.8750
425.2286 227.6250
274.8857 283.4609
639.5021 364.3125
259.1102 273.5156
266.2816 264.0938
671.2734 383.0273
254.2653 252.4766
259.2286 253.6445
265.1429 241.8359
526.7510 223.4063
169.3796 231.6484
584.9551 236.0781
575.4979 242.0742
459.2000 275.0742
226.5184 289.7188
224.4367 282.4648
161.9225 320.8281
527.1347 242.6250
507.1877 211.7578
674.0817 176.2813
436.8571 197.1641
231.8408 300.8281
476.8082 222.0469
317.9592 272.0820
318.3470 292.0234
663.1592 251.1875
683.0817 372.7266
682.3062 316.2500
676.5714 307.2461
643.8163 225.9375
634.0164 306.1523
182.1429 280.0781
179.2245 291.5352
653.1102 404.6563
635.8000 366.5938
295.1510 353.3242
341.3388 362.2656
621.6531 295.0625
598.4897 305.5000
584.7633 314.6406
536.5878 314.7188
453.4612 295.2656
523.1633 307.5938
542.3265 290.1016
544.5551 309.7813
530.3959 291.7500
532.4857 299.9570
518.4490 290.7461
479.4694 292.4258
443.7959 299.8438
452.8979 287.3594
483.8571 290.0781
488.3714 287.7500
510.5633 283.0430
506.6857 284.0586
523.2980 284.0313
387.1592 270.0938
344.0735 286.4375
340.7102 293.1914
287.7918 307.2227
219.2572 318.8125
221.7959 308.6563
234.0000 297.0000
236.6571 332.5625
525.8572 291.9688
506.1469 293.4414
510.0000 283.5703
508.5429 281.4961
497.8204 287.9063
486.8775 280.9375
494.9184 293.4883
494.4163 293.8242
531.5919 262.5313
559.0245 342.1563
550.7429 333.2188
557.2245 337.3789
448.3755 239.3047
446.2979 237.6055
473.0816 254.6563
233.7265 275.6211
238.0163 268.0117
213.9510 250.2344
224.0816 254.5078
216.4490 251.7813
255.6327 254.1094
269.1592 244.1250
206.8367 158.3789
274.5551 245.1172
260.9102 243.1484
264.5469 243.4883
265.4898 243.2305
286.8367 242.1328
271.2245 244.1211
280.8408 249.0000
293.4572 237.4492
286.5510 240.7266
236.2000 177.8867
225.2245 157.7813
196.3673 202.2969
536.4081 277.3516
514.0000 294.2148
535.3469 358.1055
363.8776 237.4609
335.0041 299.1406
319.3714 310.4688
326.8000 320.6367
327.1429 308.5156
320.3837 293.2031
315.8571 312.7969
278.5755 367.4297
522.0204 258.6602
429.8286 275.5430
351.9673 262.9453
278.7755 273.4336
208.7715 295.2461
297.3510 290.4219
310.5102 183.2617
310.0081 182.4688
519.4245 191.0898
508.2816 201.0938
519.5919 203.8125
527.8776 209.9805
520.6122 201.2930
485.5837 200.5313
300.0000 205.2461
261.9143 203.4219
276.1714 210.5156
445.3428 187.0156
133.1429 313.6484
647.7143 320.8711
138.7306 311.1719
121.4939 303.1250
610.4286 332.9648
621.0123 322.4180
619.3674 317.1406
625.1184 325.7188
525.1755 348.7344
596.0204 332.7773
603.4449 325.8125
174.8571 321.5469
176.1306 336.4609
446.1021 301.6758
454.2857 283.8594
457.0000 295.0000
478.2122 234.7422
441.3470 406.6719
524.9387 410.4063
516.3184 402.1602
469.2245 372.8555
681.5347 438.3203
324.5143 324.1445
502.6776 298.6875
383.8000 241.0000
401.1184 222.4922
397.0123 219.7109
526.8776 234.2500
538.8163 231.5000
295.4286 208.0664
569.5265 405.1602
321.9184 207.2383
613.9143 420.9375
331.3755 218.1094
327.0000 211.7188
666.7020 431.9844
291.0000 204.5000
303.2857 213.9219
287.3102 237.2031
185.7714 320.2813
241.1265 324.8125
386.8245 263.1406
365.8245 290.4375
497.0286 207.6641
490.9306 214.1563
636.6857 440.9961
207.0367 393.5898
650.8979 275.9688
593.2245 460.6484
407.1633 240.8984
333.6286 232.1250
589.1755 278.0469
593.8939 296.4922
592.4694 301.7969
572.7755 285.7031
568.1061 281.1719
602.8939 304.6406
602.1633 310.3867
391.4694 198.1328
393.8817 202.6719
681.4898 352.3906
439.8571 269.4141
445.7755 269.8164
412.8000 253.5000
371.4572 277.9609
621.5714 229.5547
514.3469 255.0469
412.0653 237.7188
437.7143 240.2500
513.5306 197.9492
489.1061 212.7500
472.4612 212.2656
468.3184 205.0000
391.8245 337.2344
596.9020 330.5547
355.8000 294.7109
359.0408 297.1406
332.6612 256.8398
297.6816 253.4688
285.9673 267.0156
468.5796 359.9844
499.9551 394.5156
514.6122 320.3594
529.9429 278.7500
690.8572 222.2305
692.4898 224.1680
693.6714 224.6582
201.4041 356.2891
676.4286 281.6172
638.5837 240.7656
611.2612 241.8281
580.0613 240.0781
209.7714 358.5625
580.5592 249.7031
576.0408 245.8125
572.9510 242.8906
214.7306 359.2656
558.6041 232.6719
567.1102 235.0000
532.2857 236.9063
536.3551 243.8633
485.7837 261.1563
463.4000 305.7813
449.2857 347.4922
316.2000 268.6953
94.2041 317.6250
636.2000 302.4727
618.5674 295.8477
639.7347 319.0039
541.7877 391.8125
630.7143 295.7461
602.4572 326.8867
644.3469 321.7344
650.3837 322.3281
612.6449 333.4063
624.4898 327.8555
640.7714 327.6016
641.1428 342.2031
640.4857 330.0938
670.3469 320.0000
652.3715 324.0547
655.5510 328.6250
639.8898 323.5977
637.7306 327.5703
422.3143 352.6094
602.4775 411.2500
410.7184 278.1328
474.4408 274.7109
325.3224 275.0781
631.9796 389.9453
437.5102 254.4141
457.8000 276.2734
457.9184 263.6250
480.8449 273.3828
505.7755 284.4570
506.0857 320.6680
497.5918 306.9570
514.8776 321.4531
518.0857 326.6797
291.8735 308.1172
250.8163 272.9766
351.6245 272.8750
352.1674 271.3164
372.4000 278.6680
401.2939 277.9023
420.6245 276.4531
417.2122 287.9375
437.6000 300.1563
445.8163 299.7266
447.5265 296.8281
450.2735 305.4219
456.2857 308.1133
468.2449 299.3047
480.0082 289.3047
471.4449 293.5156
487.2041 321.6094
533.4857 333.1172
529.8163 326.6992
398.2980 231.4688
641.8326 413.5586
646.0204 382.5820
669.1551 349.2969
457.7551 294.7695
466.4000 302.1875
458.7673 318.2813
445.5183 324.2109
440.7592 310.8750
405.0572 300.9453
407.9143 315.4414
416.1265 304.3750
438.5306 292.3320
428.5428 291.8164
429.1959 286.1172
605.4490 363.3398
320.3429 412.9375
561.8572 248.7930
542.0122 333.7188
543.9061 347.2656
558.7959 292.4375
555.8286 299.2031
312.3265 356.1211
282.4653 401.3281
272.5347 376.7734
466.6694 287.4063
503.9592 289.0781
534.3184 280.5430
533.8572 282.1719
538.5918 276.5859
554.3674 257.6914
536.4531 264.0000
470.1918 323.3750
580.0490 285.4063
591.7919 329.9766
410.4286 370.5977
417.4980 346.0156
562.8572 379.7461
594.0286 391.7266
584.3265 370.9688
540.6245 373.2734
468.7918 347.0000
339.6898 276.6602
328.4000 297.2656
308.6980 304.0547
331.7959 347.8086
322.2327 287.8984
328.9959 292.8672
317.9959 291.8984
307.7224 284.9141
321.3388 295.0000
337.8735 283.3867
333.1755 287.8125
318.3878 292.8281
327.0000 269.0000
324.7429 265.5234
329.1633 292.3125
329.4653 295.5781
264.6000 290.6133
285.9388 288.6094
289.2939 281.9219
282.5510 287.3438
189.4816 269.0156
242.9714 250.5938
506.0000 283.0000
504.4286 284.3750
512.8939 289.7148
508.0857 277.8711
513.0817 288.8750
513.7429 295.6133
520.3265 276.9219
474.8245 263.9648
517.9388 154.2578
515.0000 253.0195
512.6938 251.2422
518.2041 260.0195
517.7551 249.1875
503.0571 263.9414
558.2000 223.3945
546.8979 220.1094
306.0694 301.3633
547.2653 270.3789
544.9959 264.7539
554.1918 235.6406
553.3551 235.4688
544.1633 292.4102
546.3143 263.4922
267.9306 264.0000
581.8776 260.8438
580.1021 259.2734
275.6939 253.3359
277.8531 250.0898
299.5674 257.0703
283.5919 321.5625
461.5837 361.5664
451.5184 358.9141
463.5919 356.2344
449.0898 350.1484
459.6367 358.9023
460.9673 354.2500
491.5592 363.3672
501.9510 340.3750
506.9184 313.6406
293.0775 407.8984
450.3755 375.0156
501.6286 346.0234
421.6939 404.2813
559.4286 366.7969
424.1837 307.1484
427.2449 297.4219
319.7429 240.2031
304.4572 256.3828
429.7143 297.4141
418.9306 262.5000
364.1632 417.6133
377.2612 414.2773
370.2041 414.3242
486.8857 323.9922
495.4694 339.6523
488.7755 333.9688
494.1714 312.9648
508.7102 325.1953
498.5429 363.5469
368.0571 301.7188
349.2653 272.7656
381.3633 283.3750
381.3061 287.3945
309.1265 285.2031
281.6531 290.5859
280.8735 279.2969
355.6000 294.3672
396.7469 303.2656
393.9796 299.8086
395.4735 307.7266
220.8000 288.7305
503.3143 299.7070
495.2000 300.4180
167.1714 285.4609
169.4000 273.1250
410.1837 333.1250
414.4816 334.7500
305.8571 303.5508
310.2612 277.7031
533.2490 385.1211
537.1592 369.0664
556.5183 359.1992
668.0775 432.6563
368.5428 372.9219
280.7347 395.3398
271.4857 352.9414
573.6327 229.8750
558.4857 258.7227
569.4572 241.2500
574.2857 268.3828
575.6245 253.5156
627.7429 294.5000
649.7061 298.0313
656.2041 322.8125
670.1428 309.8750
472.2531 265.3594
481.1551 262.1953
460.0000 264.0000
465.9918 262.8008
641.0204 314.9180
639.6938 341.2500
471.1633 284.0781
482.2653 295.2969
461.3429 275.3047
644.6938 368.4219
646.8857 360.7500
466.7143 311.4297
637.1265 357.5781
457.7143 322.0938
435.9020 311.5938
394.0816 431.2266
174.8980 339.8047
276.2204 319.9375
175.3225 349.0117
115.6000 352.9609
161.2449 351.6719
186.7714 343.2773
563.3429 416.5781
483.8653 242.4336
509.5102 218.3750
505.0571 225.4648
520.5714 231.3594
219.3878 319.8008
508.0571 210.9531
505.7755 176.1641
513.7796 189.7422
507.4041 207.0352
212.5918 295.3867
366.1714 269.2969
420.8327 271.9727
415.9714 260.9297
479.0571 269.9688
549.0000 267.6719
548.7959 261.2344
324.2857 239.0195
537.9347 260.5391
540.2775 270.5938
542.3510 268.7188
445.0735 264.6563
539.3429 269.6641
537.3755 274.1328
541.3715 269.1172
546.6000 264.1367
546.3062 265.3867
540.2776 263.5000
536.5510 271.0000
559.6000 261.6563
544.3878 272.8633
548.3265 276.9609
554.6041 255.7852
547.6735 273.5039
576.3265 250.5469
534.5428 273.7773
539.0449 274.7969
540.5510 278.9336
532.6041 271.6992
561.0817 257.8906
538.5143 282.0469
544.2653 244.6563
532.5265 242.3672
414.1143 254.1797
467.9633 262.1836
475.1265 241.4648
636.8000 329.1641
439.4000 301.0547
675.6735 369.1211
660.6327 356.7422
457.6572 313.3750
478.1510 344.0234
668.1021 362.6406
689.6367 388.8125
434.8367 333.3242
460.0408 353.4922
186.0041 359.6328
247.3673 282.3281
240.9184 285.9609
249.7837 285.3359
489.0816 332.9023
554.8817 325.5039
580.3837 264.5938
234.9225 307.1875
225.7020 318.3555
240.4000 304.8906
246.4857 300.2578
469.1429 343.7656
243.2490 299.8750
521.9020 339.2969
237.0041 286.8672
532.2653 345.7344
523.0530 342.9844
218.3755 296.3125
518.6898 352.9023
240.9919 304.9531
530.3143 360.5273
243.3388 303.4219
225.5143 305.1641
224.1429 298.9766
230.4531 298.1289
242.5143 286.1172
271.8816 273.3750
277.3918 276.2266
280.6327 276.3320
279.6735 272.0313
268.6490 275.3086
243.4286 300.1836
533.4449 314.7500
238.4041 291.6953
543.2857 313.1563
231.7551 297.5000
530.7959 355.8906
524.6816 331.0156
558.9225 326.9844
252.8000 298.2422
570.1959 296.5859
244.4041 294.9141
387.2449 254.3633
415.1306 271.4688
411.6572 264.8750
443.1021 280.2578
523.7796 282.9375
573.8530 342.9375
339.4286 244.4844
262.6122 240.0742
368.2898 258.0625
219.3837 243.2109
171.5551 236.3906
613.0694 390.1484
440.0612 280.9531
421.1021 274.0742
409.1714 288.7813
343.0816 336.7500
325.5592 250.6367
461.8694 206.9453
382.7673 322.9531
396.8939 270.1484
408.2572 361.2188
371.1429 393.0469
332.4857 403.4414
276.1224 331.1055
258.0204 330.0195
241.3265 327.9375
277.0571 371.5000
490.3673 205.3945
520.2857 422.3750
612.5592 247.3750
61.1429 288.7188
59.1714 280.6250
709.7878 249.8750
110.4245 257.9023
485.0816 362.3008
501.4245 357.7656
525.1143 336.7891
530.8286 335.8086
509.1306 323.4141
515.5143 332.9766
550.6327 299.2695
533.4490 338.3828
458.5714 334.9219
454.0571 343.2773
249.6204 324.8086
500.1837 343.2344
392.5184 272.6172
425.3551 309.1250
255.4571 318.9570
236.2163 308.1094
225.4816 312.6563
205.4000 315.1406
576.3062 358.4219
589.3062 350.0781
581.4122 395.7656
593.8000 369.2500
569.3469 376.1172
561.2041 331.0117
156.3592 348.4414
372.4531 268.0039
127.2653 295.4258
162.4571 321.5117
187.1225 332.0625
186.4000 333.7969
484.0612 303.4922
278.5266 292.6172
330.1755 325.0117
292.4326 381.3906
605.7347 219.8477
597.8367 219.0938
569.2449 267.4922
477.2490 289.8242
309.8245 241.5000
271.1673 237.4727
358.8531 223.3047
453.6367 268.0938
473.9388 292.1172
569.2857 329.7070
236.2041 263.1016
229.0000 320.9688
304.3429 272.1250
456.0204 324.7500
485.4367 194.3086
529.3143 187.3750
625.2857 171.9688
621.2612 195.4297
637.0694 212.8281
203.5510 265.1992
170.5714 271.4609
163.1429 276.6328
210.9388 308.9063
237.0204 352.6250
209.3592 263.8750
481.8286 244.3516
543.9347 264.8398
541.2000 259.1016
504.5714 261.6563
484.2980 268.8281
566.9143 359.0547
555.1143 332.3047
569.0123 289.1875
487.0000 373.3906
477.6163 224.5000
588.4204 388.6484
608.8939 346.4375
525.4000 359.3281
648.4286 236.9063
605.7919 261.4766
594.8041 296.9609
655.6489 354.9375
608.4694 352.7930
654.0449 275.3008
701.1510 284.2500
421.6531 278.8516
438.1388 268.8750
445.6572 276.1250
306.5102 309.9219
309.8571 310.0313
307.6327 317.3047
596.7592 360.1875
304.3714 315.3672
287.6653 326.7422
293.0939 327.3750
279.2776 327.4922
539.7224 312.7734
545.2980 302.5742
532.2734 294.7891
360.0286 334.0859
231.9918 294.2031
223.8531 287.1055
388.8490 332.8125
418.8571 358.6719
356.4694 315.8125
391.6163 349.4688
504.5061 338.1875
522.8367 323.9375
456.3592 284.4531
400.7020 259.0313
403.7673 262.6484
540.0000 251.3906
519.3673 258.8125
509.1959 262.0313
497.4286 264.4219
492.5755 266.9141
407.0245 301.1172
366.5510 302.0195
319.1633 322.3047
300.5347 291.6094
300.2571 313.2227
270.9714 297.6797
276.6980 328.1250
287.4898 333.0469
283.0000 323.8750
265.3061 305.0977
499.6857 311.8047
490.5306 359.0156
336.8776 326.1094
342.0000 312.3828
341.4449 302.5547
351.8612 314.4531
340.6327 302.9609
343.5714 306.1172
453.3510 367.6875
449.4490 371.5625
462.7878 355.3281
504.4857 341.2031
515.6000 354.8789
511.6326 363.5313
489.2816 377.5156
498.4327 357.2695
518.8082 347.8672
545.8041 287.3750
501.2857 288.9688
468.1796 333.0625
309.1429 351.5625
320.5796 340.2969
236.3143 304.2031
284.7796 302.6406
285.3306 308.4375
352.0122 268.0859
363.9265 273.6016
372.2286 272.2500
624.6938 399.6641
391.1429 231.1914
391.1429 221.3516
480.6245 246.0000
476.4286 239.9219
524.0653 236.9844
524.8163 238.7109
498.2857 371.6406
478.3469 370.5313
370.5143 312.5625
385.1551 307.0664
373.9796 313.0000
374.2653 311.6758
377.0327 311.3281
379.8776 320.4258
374.3265 315.6289
392.9428 313.7500
408.5714 223.6953
583.8490 313.5000
581.3062 297.6211
606.3715 306.5938
644.7755 314.3203
507.3633 329.7500
453.0694 348.2344
442.7714 355.8672
429.1592 348.0000
453.9796 339.1406
452.5306 341.3047
462.1429 334.9766
643.1224 367.6172
625.9265 375.3672
407.7266 340.7148
590.2449 383.2500
631.3102 352.4336
603.2000 343.1875
615.0123 353.3125
589.4531 344.2500
581.7347 347.3750
563.3143 350.1797
571.5674 351.2031
547.1592 338.4336
556.6041 338.5078
283.4000 276.7891
297.3224 253.5430
271.8082 277.5391
317.0775 285.9141
528.3837 254.9961
497.1184 247.8438
125.5633 253.7109
434.6327 225.8125
101.8857 251.4375
484.8123 246.5000
505.0408 252.1641
534.0898 262.3750
564.7469 291.9531
157.3061 236.5625
198.9347 235.8750
343.7388 242.2500
342.5837 240.1719
441.4041 201.0313
436.4572 246.8281
436.0122 250.3125
454.9143 274.2188
519.7306 297.4531
520.3184 306.0078
523.5184 319.3008
519.2245 327.9219
519.5021 358.1523
318.6531 359.0703
207.1429 387.6250
232.4408 397.7969
211.5306 256.5078
170.8776 326.7969
342.8204 348.4688
307.6000 396.2344
432.0980 255.6094
297.0000 346.7422
522.8694 250.1367
517.3633 255.8750
509.7225 273.2500
496.4122 267.1875
493.6898 273.3672
501.1306 291.0273
342.5306 269.6055
324.2000 264.0859
342.8735 290.3672
371.6572 288.7188
371.3714 287.4375
372.7918 284.4219
371.0449 287.1328
372.0000 322.0000
393.5592 326.3125
387.4857 335.5000
510.5592 403.9531
401.0286 291.2344
568.7143 364.5234
465.6735 203.7070
375.0694 296.3047
282.4857 253.3281
306.8939 258.2813
330.0612 260.6719
290.0408 233.7031
289.7469 238.8789
295.2571 244.5195
292.8490 235.7344
316.7510 258.7500
327.1959 287.5938
328.5551 279.0430
330.2286 275.5313
401.3674 286.0703
361.8979 278.2188
383.0408 175.9063
379.7143 178.8672
371.7755 200.1172
376.3837 199.7891
356.2245 215.0742
363.4898 241.7031
370.1429 251.7500
369.4980 259.4180
347.4939 279.9609
300.6000 330.7734
309.5714 341.9023
609.6735 249.6563
191.6857 308.3516
607.9143 256.4219
615.7877 258.3477
615.5878 256.8672
594.7306 245.8477
581.1633 235.1250
576.2245 227.6719
583.0164 228.0313
594.6531 223.7422
598.0857 223.1875
603.5837 223.0000
242.8163 246.6172
247.0898 222.1523
293.0204 251.8750
293.8000 251.4375
310.0775 253.1133
306.5674 256.0469
320.5755 257.4648
305.4612 255.3750
323.4490 265.3750
323.1021 237.3750
320.8898 261.9648
328.4694 234.3867
326.2245 238.7109
582.3633 258.8984
610.1143 240.1875
607.2653 269.8750
605.1306 272.9805
618.7755 323.2188
617.4490 316.6211
625.7224 311.4336
338.8163 295.4297
369.7184 275.2852
464.3878 282.6992
468.2000 280.8047
439.3061 272.9258
362.6612 262.0195
371.0857 262.7500
377.4939 275.9297
384.9592 294.7734
393.7469 295.2578
410.3061 431.5156
459.6327 315.5117
402.6286 310.2656
402.9633 312.0469
372.6735 314.5000
371.6735 320.3125
363.4939 340.6250
369.0816 349.5977
377.1224 339.6484
382.0816 344.3438
349.3265 355.3008
372.5388 361.5000
394.4531 376.5391
386.2367 385.2891
393.3347 376.7188
313.6653 235.8789
348.1429 254.1406
350.2000 255.8594
365.9428 261.6953
351.4081 260.4766
354.1021 255.8203
360.6735 324.1250
375.5102 354.0977
429.0939 231.4883
452.0816 223.6328
296.5510 227.7617
346.4449 217.7070
352.5143 222.7969
324.8490 222.0234
320.7102 224.0313
323.0816 235.9258
336.6612 266.4766
596.4408 227.2578
390.1714 244.8164
465.4081 308.6836
500.1021 308.5391
517.4163 318.4609
537.4816 315.2188
549.0571 315.1797
540.9224 257.2500
243.3878 200.6094
273.1959 200.8203
626.6613 401.7344
668.6122 240.7773
662.6409 236.1484
393.1755 250.7422
332.6326 243.2813
291.4898 269.4375
281.4204 270.8828
238.0000 263.1016
217.6286 272.7305
229.1388 257.3672
232.7428 272.8359
218.7592 256.6328
239.5755 263.1719
590.9347 399.7344
592.3143 401.1445
279.3184 321.7656
465.1388 269.0469
469.8857 263.7656
344.1265 336.6836
397.8776 299.5547
316.6490 243.8711
562.0000 342.6758
106.2775 330.9063
199.5469 294.9063
471.0286 289.2813
470.4000 287.6641
501.9796 286.4180
509.8408 266.6875
501.3878 282.4961
499.2000 297.0625
481.2041 289.2539
483.1306 290.1016
471.9551 275.5820
478.7184 281.4414
481.1143 287.2578
508.8000 313.8438
508.4694 297.0000
533.0571 309.6602
529.4286 306.5156
446.5266 317.8438
357.6531 275.0078
356.7102 272.2461
335.2000 268.4609
335.2122 272.5000
323.3224 273.7617
324.3878 275.1563
327.5592 272.8594
328.7510 253.5039
500.5714 245.5078
478.0286 257.1602
506.3224 259.3438
491.7021 314.9727
524.3673 325.8242
590.3143 326.4961
593.3387 328.6484
590.4286 314.3320
417.4490 371.1289
380.0000 323.0000
347.8000 255.6875
414.2939 261.8438
444.9388 358.2500
458.3469 321.7422
480.9918 341.9922
478.6531 343.0000
278.2245 328.0313
512.8857 385.3594
281.5347 324.8047
535.5796 372.2578
281.3673 299.5234
269.7306 277.3750
259.2163 255.3281
270.8979 248.5234
273.1796 245.6563
251.9633 244.1133
249.6163 246.2344
244.6694 244.2813
441.4286 358.6250
449.9061 357.9922
457.8367 354.0313
347.8000 343.1445
338.6816 281.6172
252.2041 227.0117
249.3918 226.4375
240.1429 209.3984
233.4490 202.8828
260.6572 187.9922
260.1429 186.1250
274.5919 176.2539
289.3878 209.4375
319.7143 232.6875
408.6122 276.5313
98.9796 313.9492
97.6735 291.0156
117.8286 309.5469
156.7837 288.3086
143.2735 280.5313
78.6735 284.4883
124.0571 283.7344
182.8490 299.4609
324.6939 419.0156
205.2857 212.7227
547.9061 254.6484
527.9347 269.5898
61.0163 226.2266
153.5306 244.2461
423.9143 225.3906
157.8857 235.8242
199.3592 244.3320
335.8857 182.9492
331.3184 303.3203
442.1388 345.9219
453.4286 366.4883
621.2000 363.1875
532.7061 301.6016
535.5102 307.3281
366.8857 246.9648
265.1020 273.4844
261.7061 270.7109
261.6980 265.3750
236.4286 302.0547
309.8245 357.8125
298.7959 362.4570
318.7184 340.5625
336.2285 233.4063
395.5388 192.1797
333.4122 333.3750
353.8571 343.1719
354.0816 339.2578
432.5184 284.0234
623.0857 321.5078
169.5714 294.1875
271.7347 415.6250
305.3388 262.0547
332.9837 256.4883
318.6571 262.5156
552.0775 345.8516
128.3878 232.1250
260.7020 364.5313
258.8367 371.9688
412.0735 395.6563
221.8816 200.9922
200.2857 199.3672
168.7225 204.6250
168.0000 202.9375
156.4122 206.4375
157.9592 200.0664
149.6204 205.2031
271.9714 232.6133
273.7469 206.1953
248.2000 277.2773
533.6000 321.6641
360.1388 279.9609
514.8530 297.8750
314.7755 334.6133
556.5102 254.5469
335.2816 225.1875
330.4939 208.0625
335.3020 219.0039
326.9388 204.6563
321.4367 282.7969
324.3347 196.0156
384.5306 199.8359
278.7633 208.3750
285.9225 201.2813
376.6041 262.8750
400.9388 198.1016
412.2857 206.6563
388.1959 212.1563
292.2653 247.1250
289.4449 245.6992
509.2245 280.2656
306.9592 273.2656
460.8490 271.5234
474.1469 273.5313
344.2735 375.8672
323.3959 361.6133
419.5918 372.5000
388.4163 327.0625
498.4572 351.1563
475.2980 321.4063
532.3755 341.2813
564.6613 361.9375
296.7510 341.9375
316.3265 316.4922
320.4449 287.8047
510.8286 208.6250
179.7143 389.6875
176.6572 372.3906
181.1674 360.6484
225.0857 349.0000
217.0857 352.5391
185.5429 358.2617
233.8123 223.3125
255.0612 237.3125
244.2408 295.2656
526.1428 311.7969
262.3551 281.4297
533.5959 310.1406
275.0571 314.6445
278.2531 284.4063
285.1674 320.3984
286.7551 275.8867
590.8408 285.0469
513.4490 330.1563
518.2898 345.1992
528.4531 343.2344
534.1428 339.0000
532.0980 343.6719
535.4245 344.0938
538.7837 336.1445
542.8245 337.9375
531.8530 329.3828
266.8000 280.5000
281.5918 246.8555
294.3714 282.4844
286.9633 257.3516
287.0490 267.6250
295.3388 266.2188
296.2857 294.5234
292.2572 291.5000
300.7429 287.7500
313.3714 251.1406
640.8326 262.8750
167.9796 228.5781
399.2571 378.1328
399.8163 393.5781
286.0164 276.2891
454.8694 280.7188
458.3143 313.2969
443.8204 307.7383
420.4572 294.8438
387.1183 244.0625
389.3673 239.7188
376.9102 275.9531
358.0000 306.0547
363.4653 293.8906
341.2939 298.3906
357.7959 303.8828
341.6286 309.5820
601.7714 323.8203
281.8776 242.6484
315.4204 248.1875
283.8776 239.7227
285.7143 247.8906
265.9469 230.2891
326.8776 295.2383
371.6327 286.9453
495.1429 290.7656
489.6735 293.5938
212.0286 340.5703
201.0000 317.1719
210.8898 328.7734
145.8571 216.1797
614.0123 185.2891
576.9143 326.7891
443.7714 320.4844
581.6367 324.5547
435.2857 321.0742
547.1428 345.4063
563.1224 340.9844
569.5306 338.7773
447.6694 323.6250
585.2776 339.3906
586.0000 338.1680
576.8245 350.3828
579.3469 358.2188
594.7347 361.7383
529.4653 330.1211
568.4449 327.9844
551.2490 329.9375
446.9673 346.1758
549.6735 316.2656
561.9429 326.0117
573.6204 324.1797
450.4816 326.3945
586.2163 326.7813
447.0204 320.4727
573.6694 324.0000
569.1428 329.1875
539.1428 332.8438
530.8816 322.5313
568.2408 271.5859
604.3551 290.4688
602.9633 261.9375
590.1102 263.0781
608.7266 288.5625
582.4612 267.0625
591.7796 307.8750
585.5796 307.1875
576.6857 312.2383
592.2653 320.3906
588.6898 319.3477
594.9673 317.1680
582.6327 333.2188
577.8776 341.6289
589.1428 334.9375
291.5265 347.7930
483.9551 333.9063
390.6939 334.0117
457.6857 262.3555
426.5265 259.2969
417.0367 241.8711
104.2041 267.4570
138.8571 285.3398
176.4286 270.2109
262.8979 293.1250
264.6898 281.3164
334.7306 307.4219
313.8694 254.8359
248.8245 237.5000
285.4612 230.1797
289.4000 325.5508
461.1102 194.2813
526.8367 236.1953
513.8653 228.5938
580.7142 244.0313
141.9878 267.0313
150.4898 268.4570
588.4286 247.7969
571.9878 272.3750
587.2734 278.7734
274.9061 246.6094
296.7224 234.5234
297.6286 232.5313
299.2286 239.2578
301.0408 255.4531
297.5102 262.5391
309.6327 270.6250
105.4857 261.0117
299.9388 261.6875
403.7184 396.3203
407.4939 364.7344
539.8286 349.5938
