Right Shoulder
246.1755 223.3477
240.0653 228.3516
230.1633 246.7656
279.3020 235.4453
266.7673 246.8750
143.6041 304.2344
146.1225 293.8594
210.6490 284.6680
203.3796 286.6250
205.4286 247.8672
192.3306 249.4766
189.9592 250.9570
186.4122 241.1484
186.5592 257.7500
348.0000 253.4375
148.7592 261.6875
462.3837 160.0469
404.7143 170.4609
503.5714 187.9375
505.4449 188.7500
385.9265 183.0000
385.3102 178.2734
499.0082 181.3125
174.4286 221.8125
330.8000 185.2930
138.7878 215.6602
246.2204 253.7461
81.5388 154.2773
69.9837 150.9141
248.2000 247.2266
252.4939 247.0313
248.0204 249.9688
61.2408 151.5078
58.1429 162.5000
241.6939 245.0156
57.8612 163.0625
64.4286 158.4375
84.6531 157.6250
120.8286 241.4336
116.8490 237.2813
120.1429 241.0391
530.1102 218.5000
539.1633 213.5391
546.7143 208.7813
532.5755 228.3047
120.9918 231.9375
128.7429 227.2031
364.1183 221.9609
118.8367 236.4688
544.3674 215.4063
124.7306 252.6523
126.5102 246.2969
121.9184 234.9648
124.5714 241.7031
118.3918 236.3125
105.0775 222.2031
543.6122 218.9766
544.2612 211.4766
544.0775 203.6250
97.7469 232.3203
100.5633 234.2031
545.7796 202.0508
535.5469 196.1250
106.6939 232.7461
552.3959 197.0078
539.4286 207.4844
115.1225 228.7695
550.6122 204.0313
114.5143 234.3516
111.2653 245.8750
564.3878 200.7109
579.0898 222.5586
603.3551 195.0430
594.6000 201.0078
588.1918 205.7188
96.1265 233.0430
581.7959 208.0781
82.4408 233.3438
589.1224 209.2031
90.6163 234.4297
586.5184 206.1406
583.5714 209.2930
582.9551 209.5625
91.4490 239.2383
89.1837 245.8438
584.0000 200.0781
587.4653 206.0820
594.7143 188.1563
590.4449 199.1250
583.0735 199.0352
287.7959 191.8945
293.9796 185.8945
310.5469 182.3750
309.0286 185.5000
321.1714 194.4219
321.2000 198.7188
317.6694 194.8438
317.2000 186.1719
317.4449 188.9805
315.6000 190.3125
313.9020 189.9922
314.4980 194.3320
312.5796 191.0391
310.6939 191.7461
316.8776 191.0547
310.9633 192.6289
316.8449 196.1953
319.5061 192.0391
317.7551 189.2656
318.2816 192.3477
315.3102 191.2500
319.0204 187.6250
319.6735 192.3438
318.9306 184.6641
321.3714 194.2500
97.0776 252.1797
96.6735 229.9609
104.0898 220.9609
107.7143 225.2500
101.1959 239.4609
102.7918 233.8281
98.6000 237.2813
93.5306 242.6914
98.1837 240.2344
103.2816 243.4180
293.2857 300.4063
297.6735 294.3945
538.1837 156.4688
313.1837 290.0781
314.0408 291.8516
309.4939 289.9531
310.3878 291.4844
321.7469 282.7109
346.2816 163.5625
376.7143 168.6367
507.1021 146.1680
526.8000 157.7813
527.4000 153.0078
511.1183 150.5313
576.1265 163.8125
624.6490 119.9883
185.6653 215.4531
80.0571 219.7383
177.9796 238.5938
193.7429 191.9648
180.9551 189.5313
190.3143 185.5000
363.0980 239.2617
459.1429 232.2031
437.8000 232.6875
441.5551 218.7461
226.4326 180.7461
311.2286 189.7461
295.4163 179.8203
593.0490 216.7930
366.9796 179.0313
388.1102 175.2344
479.6367 178.0313
505.3592 182.2500
511.4572 180.4375
507.3265 173.7227
498.8612 182.5156
485.6857 175.2109
481.5102 168.6172
472.1429 163.5586
474.2857 161.2422
490.0204 188.0625
473.6041 183.5859
210.2122 217.7813
231.2000 204.0547
243.7143 209.0625
253.1429 214.5078
209.7061 210.0586
138.5959 203.0859
115.0816 216.5625
98.2857 269.1719
87.8653 277.5234
73.5347 286.5195
223.1633 283.7695
221.0000 289.7930
314.5714 150.4688
149.1837 208.0547
146.4204 219.1211
153.0163 225.5117
156.8898 216.2656
153.3633 212.6016
159.2857 224.6250
155.1429 223.8750
153.8857 216.3555
151.1592 222.3789
163.7551 211.2500
156.5959 216.5234
146.3184 212.2969
146.0735 205.3008
155.4000 196.9180
159.4000 205.4922
156.8000 210.6523
143.9184 192.5781
158.6000 224.0625
160.0000 213.4453
156.0939 203.5938
158.7225 208.7891
162.1061 214.0625
160.5714 195.5625
173.8571 203.1133
158.2408 203.7109
160.7510 202.9297
153.2163 200.2031
341.5388 167.1172
108.7143 205.9375
132.3184 205.6719
127.6735 198.5078
132.0367 207.2383
128.1102 201.2031
130.9429 209.3594
135.3673 203.6875
132.2816 200.0234
122.1021 199.1875
113.7429 208.8750
120.1265 205.9219
126.8204 203.2695
292.0490 191.4805
320.9184 193.1563
414.1265 245.6172
553.7919 271.7656
542.7143 263.4883
542.0000 260.1797
534.4326 265.5469
513.4572 274.7813
519.9877 261.7266
506.1224 270.6328
485.6000 275.2344
468.2000 276.7656
462.3469 286.3008
434.8286 287.2266
439.3388 286.0234
384.2368 296.4414
436.4000 325.1250
160.4082 291.1484
150.7714 286.2148
171.3020 280.9844
168.2612 287.5234
314.2000 225.1328
313.8163 223.3906
315.2898 214.2109
311.4572 217.3438
315.1633 226.3047
186.2857 159.1875
197.2857 163.2695
369.3551 287.2656
180.4286 135.0703
171.3143 123.2500
462.1633 210.1523
425.3673 213.9219
393.2571 250.3281
429.3551 214.0977
460.8163 209.9023
450.2449 218.8359
447.4694 213.1836
416.8245 229.6641
273.1021 301.1484
275.3878 308.4570
288.0816 256.9063
313.8571 221.1094
326.3796 218.8594
329.2980 215.1719
329.6694 221.0391
331.0816 220.4531
330.1224 212.2227
330.2000 208.4180
326.9714 212.7148
325.7837 212.8047
345.3878 220.7383
380.1102 225.2266
430.6122 207.3281
415.3837 212.2813
371.6041 234.2930
389.7469 234.0313
371.2816 229.1719
426.9837 220.6953
244.3469 159.3008
243.9184 154.7734
132.4041 171.7656
138.7592 165.7656
142.1429 162.1641
140.5184 160.8477
137.2408 162.9180
148.6367 152.4219
147.1878 158.2969
136.7143 162.2344
535.7347 136.7109
542.0490 159.7891
545.7143 153.5078
324.0163 159.1328
538.2612 225.8906
536.3224 229.5938
539.6613 231.3203
620.5225 223.3281
537.8979 229.5703
539.5021 227.9531
410.6857 213.7500
366.9837 211.5313
391.7714 214.8594
388.4000 210.6563
373.5918 214.3555
94.1347 202.9531
102.2367 196.6484
367.2857 212.8438
141.6571 250.0703
126.8163 257.1250
391.8653 200.7969
96.7388 196.5898
59.1225 251.9531
87.1959 195.6523
381.5551 224.3828
329.5674 229.2500
336.3184 228.7773
334.0163 223.5859
595.6938 222.9648
254.5755 140.7734
256.4857 143.0234
291.7959 145.8086
316.7429 131.8750
475.8857 166.3438
552.6122 192.4258
354.7469 200.7734
371.6857 195.7344
368.8735 190.9766
362.8204 183.3828
372.8000 185.1836
364.3755 187.5313
366.1429 198.8750
379.8000 177.7617
379.9796 188.5234
377.6980 187.3516
454.2571 163.5313
444.6735 165.7773
401.8286 165.7617
377.7429 178.7500
379.8123 170.9063
379.4000 162.0859
438.8123 165.7461
426.7592 163.1328
419.3510 161.3086
421.9551 165.9063
434.2000 169.5156
451.7347 166.7109
480.4000 201.7813
237.4082 186.4063
245.0286 238.2539
263.8041 247.6641
266.6776 218.7344
248.3837 184.7969
297.8123 179.4766
106.6122 193.1250
122.9592 190.3281
392.6000 227.5117
398.9755 223.6484
400.0123 224.2656
425.9592 232.3906
426.4734 232.3789
463.5714 227.6094
458.4694 233.3984
477.6000 243.4375
474.1633 248.3438
499.3265 239.4688
501.8531 246.0977
529.4531 239.0156
270.6163 156.2070
521.8000 234.6445
229.0000 164.0000
514.0204 243.1953
514.7796 242.1758
518.1102 243.3945
511.4000 245.5938
506.6531 226.2109
540.1224 245.7891
210.4286 157.5391
200.3878 169.4844
495.2857 238.5859
496.9225 237.2773
162.1878 173.2891
177.7510 164.8203
157.2000 176.9375
158.4000 179.4414
168.3796 177.5000
163.1878 180.4297
174.0204 178.6250
171.3265 169.7031
168.2000 170.3281
168.4572 175.1250
170.4816 174.2500
554.6245 232.9297
463.1021 207.2383
400.0408 179.5078
377.3796 192.9844
372.9265 183.2500
374.8123 182.1172
366.4327 175.5977
280.9306 182.3125
282.7592 178.7188
224.9265 182.5625
219.5959 184.5742
182.1347 170.9453
209.7306 180.5625
169.5102 254.7500
211.4367 254.9609
207.5143 249.5000
203.4082 261.8125
80.0939 277.2422
72.1347 285.4375
86.9184 291.9141
73.1592 290.5313
464.9551 198.5625
61.7755 261.3711
68.6531 263.7031
76.2245 230.7891
91.5714 227.5391
94.0000 224.9375
73.8286 229.1563
78.3633 243.9492
79.9143 281.2500
90.1347 280.4375
104.0735 288.0313
91.5102 284.1328
99.0286 277.1758
593.6816 91.1250
502.5878 110.8164
394.3470 112.4141
301.1674 118.1250
89.4490 263.6094
88.2286 278.8633
102.1225 278.7227
95.4980 271.4609
99.3551 261.4336
95.0408 269.0703
100.7184 267.6953
97.9020 269.3750
534.1388 273.3828
83.3510 282.6563
82.9959 267.7383
335.4286 262.8867
180.4980 218.8125
391.1959 261.7344
389.4857 265.6172
390.9020 260.5938
350.8123 186.3945
376.9184 177.1563
346.9755 172.3125
252.0857 191.6563
245.7143 176.1523
239.6612 168.8398
189.4286 173.3203
379.7143 197.1719
291.5837 169.8438
592.1877 152.1289
192.0408 270.3516
191.5510 278.2500
439.7551 248.7031
158.9143 267.7109
317.3143 239.3867
238.1755 220.0313
237.0980 228.7500
247.7959 230.4063
459.3429 214.7188
256.5428 236.8906
250.2571 231.8984
250.5428 231.8203
257.5184 238.4766
257.1429 231.2969
256.4775 234.3672
475.5592 222.5195
264.6939 240.2578
211.5633 204.6250
381.6327 212.5625
77.4082 301.6094
230.4571 218.1250
413.1021 226.1016
432.4694 220.8516
439.5714 217.7109
346.6000 179.8125
426.3551 223.1172
542.8367 231.3750
395.7388 216.6680
392.9510 214.5703
243.9225 210.5625
232.5510 182.5117
229.8898 188.0469
251.3061 177.5313
254.2408 173.2891
250.4286 174.7969
570.8490 193.5391
236.5020 175.3750
238.8857 172.7188
218.7510 177.1563
356.6816 170.8750
357.1796 172.5820
371.6449 161.1875
378.2245 160.9375
383.3265 154.9492
391.1429 151.1094
409.7755 154.9688
416.5469 158.2188
427.3469 161.7930
305.5510 144.1758
264.6653 155.0547
384.5674 193.5078
388.1061 197.5625
267.4286 208.9766
369.8408 178.6172
314.0816 201.0820
509.8000 288.7656
468.4694 210.9141
468.4490 210.3164
405.3837 173.1641
150.7102 250.3047
282.7020 171.1953
287.8857 165.1250
299.8694 174.7344
268.1592 189.7500
271.2531 188.0000
242.5429 179.9531
233.2816 192.9336
226.4694 189.4688
403.9061 260.5781
244.4367 194.8125
419.7224 267.6250
427.2857 260.6875
251.4326 217.2695
118.6408 284.9844
125.4898 288.1836
160.4939 274.5391
150.7429 281.5469
180.4857 276.8789
210.1143 277.2891
248.0000 282.0000
257.0041 286.0156
212.7510 170.0039
208.5592 166.0469
208.8775 159.4453
612.4694 210.1484
592.9143 214.9727
223.3061 160.8555
224.4694 161.8633
556.2898 223.0313
528.1592 225.0547
516.3469 228.1914
515.2122 226.2734
453.6000 201.1797
462.7143 193.3594
457.2000 197.7188
156.2939 196.5625
151.8980 195.4219
119.4612 194.1250
111.8000 179.4688
306.6000 185.7500
387.5510 180.9375
405.6082 174.6719
426.7021 170.0469
443.7429 169.7813
587.6572 205.3008
515.2653 204.6406
561.9306 204.2773
448.6898 166.0938
553.9388 205.1875
491.0612 170.6250
534.7755 228.1172
537.3592 238.9219
438.1224 196.5313
414.3469 205.9141
531.1918 245.0820
419.6000 202.1133
396.6286 190.1133
397.4245 186.0000
354.4572 205.3828
331.2816 218.2891
584.7755 211.9531
579.9429 217.8711
571.3755 212.9531
563.6938 216.1250
559.9837 211.4492
485.5755 163.8203
437.9102 172.7813
384.8776 170.7148
332.0082 198.2344
333.5102 210.3438
323.5469 203.8828
307.2122 205.2500
306.0000 207.5430
319.2490 206.2344
323.4572 207.3086
324.0449 210.5000
319.0163 206.7930
330.2245 211.0547
516.5592 242.3438
375.2735 202.8086
320.7184 154.5391
452.1102 190.7461
395.6204 172.5625
338.1469 166.7500
393.6980 175.1250
377.2694 180.5469
359.0000 180.0625
344.4898 180.5938
335.1918 185.6719
360.7755 188.0000
332.2939 190.0977
345.8653 209.8828
368.9755 165.2227
365.4000 224.7461
493.0694 185.6836
40.3102 158.9766
323.0816 312.7031
425.5061 210.5156
277.2408 313.6875
276.2245 325.3281
264.1551 331.2578
249.4612 324.5000
269.6531 321.0000
286.8898 320.2891
242.1551 316.7031
255.4449 317.9141
263.0571 313.6563
259.7143 320.4609
267.6122 313.6484
264.0857 318.3906
268.1551 314.0195
258.7551 310.8750
252.5592 319.7188
323.0694 165.6641
419.2122 144.4219
280.0449 155.0313
571.4734 118.0703
517.1959 117.3203
515.3551 121.7188
491.5510 120.1289
489.3020 126.1055
497.6000 118.6719
341.8449 136.8164
249.2000 297.9453
234.6163 280.3828
206.6000 296.3125
204.0939 280.0195
82.3428 250.6875
129.2612 231.3203
95.0327 325.9531
94.6449 298.0000
80.3388 270.4375
78.5306 265.5859
82.0204 262.5313
72.9796 270.7305
455.6000 298.3438
45.3429 320.5938
45.6857 312.6641
64.1714 243.4063
82.3714 228.5938
87.2122 236.6367
214.9592 261.9844
227.2939 273.6484
241.3878 274.1797
254.1429 274.0000
423.3102 193.5234
443.5633 189.4922
413.5918 198.3945
289.6000 209.3086
608.8531 208.3125
614.6653 209.4766
575.0000 214.1875
576.6285 215.1172
564.2000 215.1133
567.0204 210.9219
570.8123 216.6914
568.1837 214.8750
565.8979 211.8516
566.0408 217.3750
541.6449 221.1250
562.4286 216.1836
555.9633 214.7422
565.6572 211.0117
570.2816 213.1875
564.2857 226.3477
361.0286 211.7227
311.6286 258.9531
293.9510 245.9844
280.1592 242.4922
34.8000 264.9727
545.0041 237.0313
573.4694 138.5000
583.4898 118.4844
578.9592 129.0859
625.5674 192.4375
362.0694 172.5234
361.3061 170.4961
397.5918 154.4883
353.8817 189.3203
75.5510 242.5078
71.4857 258.5508
452.5428 249.2891
484.8735 244.3555
378.1837 186.1328
526.8572 170.7656
530.6531 256.6211
418.8000 189.9531
479.2082 249.6016
418.1755 179.9609
301.1837 182.1406
346.7306 175.1250
380.5266 188.3516
342.9143 176.8672
535.2694 243.8438
554.5102 238.7422
563.7877 236.2266
582.7877 246.7813
52.8000 188.7031
355.5143 177.3750
349.0612 174.1406
333.6327 159.4297
351.9429 168.7969
495.1388 166.5039
277.6653 153.6250
275.7959 231.1641
459.4408 240.2969
457.5428 248.1172
488.9959 260.4570
465.8000 262.8828
485.5347 263.8047
166.9265 186.6953
145.9796 194.8867
133.3224 199.5938
352.3878 204.9258
128.5306 197.1328
139.9388 198.1797
133.9347 197.4609
139.6531 198.2500
135.0939 201.1250
199.6041 201.9219
130.1347 198.0000
133.9469 189.8320
131.4980 190.1953
129.6286 190.4688
132.0980 192.8516
135.6939 191.8594
223.3878 176.0859
194.1143 187.0000
174.2041 207.1289
135.7633 215.5781
119.8123 225.1875
135.7714 219.7969
159.2531 207.9961
163.2490 217.6953
170.9184 210.5781
180.1021 209.6172
180.2653 212.7813
196.3551 190.3281
267.9388 203.3008
209.8571 196.7930
203.7551 172.2109
192.7143 182.4336
196.1224 184.2500
212.7755 183.8672
209.5510 173.9688
195.9755 185.2656
182.2000 203.2930
179.3714 204.6328
203.3837 210.4531
193.8980 176.0703
186.8857 175.5625
573.2653 152.0313
200.0653 162.6094
352.6326 110.5234
194.6122 164.1172
180.7755 160.9297
339.5469 115.1875
169.4571 112.7500
150.5755 89.8789
189.7347 195.9531
299.2000 180.5820
308.4490 181.4375
139.5265 189.9375
164.6286 198.8047
155.0286 198.3984
434.8571 189.9531
318.0857 155.3594
316.7551 155.9063
313.1837 158.7031
318.8000 156.3438
324.7306 160.7969
340.8163 156.1172
342.4082 156.5664
332.7551 151.8555
452.9837 214.8750
434.8326 170.7656
398.2041 172.2188
402.1837 166.9375
403.9143 171.7773
398.7755 179.5000
364.8000 179.8359
363.4490 182.6836
347.0000 180.5273
340.4816 174.7500
320.0612 186.1016
386.4408 191.9141
390.1755 192.2813
378.5918 199.8047
397.5837 238.0000
394.8000 236.9180
457.3265 240.1445
238.9919 219.3906
233.0490 235.9766
137.0163 214.7734
105.1021 217.2188
397.1837 326.9102
515.7143 139.3242
523.4081 140.4336
513.6613 144.5000
372.7918 185.0000
316.7347 142.5625
324.9919 137.9375
295.3428 128.3594
265.3061 122.1172
258.9673 124.0625
261.1143 132.4219
263.3592 121.9609
253.5306 124.0664
253.2286 121.9609
235.3551 120.7500
233.5020 116.3281
234.7918 126.6992
237.8653 120.4023
291.5919 122.9531
297.9143 128.1758
281.2653 128.9063
283.1510 131.7891
281.4041 132.2109
272.9388 128.6563
422.7755 213.4063
205.8898 183.2500
420.4816 254.2188
118.4653 143.3125
125.2041 125.7813
105.0735 137.2695
574.0735 167.2031
439.1877 209.8125
548.5714 203.1875
465.1224 210.8047
432.9429 196.6563
395.3387 202.4336
378.1306 209.2656
402.5551 206.5820
420.0041 215.2109
413.3265 212.7266
412.7673 214.5039
426.2245 207.5391
417.6000 201.2734
425.3796 207.4297
403.1714 200.7891
385.6000 205.6641
390.4408 205.9531
392.4122 200.6328
394.8367 204.5469
399.3959 203.6563
323.4204 150.9063
349.1429 168.7031
431.3306 207.3516
395.0775 193.1328
368.0694 202.5938
333.7959 181.3125
315.4000 186.7344
368.5347 205.7031
363.8857 206.6914
408.0816 190.6172
526.7020 121.5938
478.0204 107.0469
515.8245 105.1992
197.6000 193.3164
199.6122 184.7422
186.1714 186.8906
182.9143 188.2109
189.4571 187.2891
207.6286 184.8125
230.0775 180.4805
229.5510 182.9375
225.0408 182.6602
214.1837 184.3867
205.7918 180.7969
223.1714 183.6602
211.7714 182.5273
193.2735 185.1953
169.0449 189.1250
165.9796 187.2656
173.5102 181.6914
348.0735 188.1484
330.2204 196.2422
346.1388 197.4102
340.3184 191.0703
394.4612 183.7500
390.2898 185.8750
425.6082 173.4570
423.2122 174.2500
415.4898 186.9883
418.1918 183.4297
454.8898 187.9766
455.9592 171.6016
271.6531 173.3594
374.9878 182.6094
262.2449 179.4414
271.2041 180.3906
273.9755 176.3867
267.0000 178.9063
377.0775 176.7539
363.0612 171.1406
567.7919 148.8750
344.7714 158.5625
329.2776 133.3789
532.5959 149.9375
321.6571 127.8906
292.4653 127.6563
291.8367 121.6406
297.8857 125.3555
297.7755 118.3047
330.0571 109.8281
327.1429 108.9961
314.7796 107.3594
462.3714 86.6914
439.4408 116.5234
379.8000 100.3438
374.6531 116.6328
397.7551 135.1953
244.6408 147.8945
187.2000 146.1523
193.1429 142.9375
171.4531 149.0781
211.1633 158.4609
184.4531 148.5938
190.5347 154.7734
201.7265 146.7578
203.1837 143.0156
193.4449 143.7344
194.2449 142.0000
176.9877 150.0000
175.8000 146.7969
163.4000 144.8125
160.3265 145.7500
151.9061 151.2344
151.2000 146.1172
149.7306 147.7500
138.6490 143.8906
143.8531 149.3828
140.5714 149.0391
136.4857 148.1992
132.4776 154.7617
134.4163 153.5313
132.3020 152.7813
130.5918 147.8516
160.6776 139.9688
147.2571 144.5938
171.7143 137.7422
171.1633 137.3047
175.9265 138.2500
151.7265 139.4102
113.6653 147.7031
78.0694 154.1953
116.4000 144.3047
166.2245 139.2539
163.2000 137.2500
172.1469 140.1484
164.5674 149.1953
152.9796 157.6133
155.7959 159.5273
149.9184 185.1484
151.1102 185.7383
147.4694 184.4609
154.8367 168.4844
181.9714 155.6563
178.9796 162.8203
197.3224 130.5000
195.2857 131.0586
166.5510 144.3789
194.6980 127.7656
200.3918 135.4063
207.1633 148.9414
203.8571 141.7500
222.6041 149.7148
169.7714 138.6406
136.1021 136.3672
140.5510 142.2227
129.7265 138.4531
129.4326 131.8594
129.6000 133.7109
136.5224 146.1211
169.9592 139.6875
173.2653 139.2969
176.6816 136.0859
171.3673 142.8984
191.6653 136.5000
193.1633 138.0859
189.5592 128.1719
116.6245 145.4336
157.1225 125.9219
159.2082 127.9375
168.8939 119.6563
175.4204 120.0039
161.9796 130.5039
147.4694 114.2734
145.4490 119.7109
126.7673 126.4531
144.6939 126.5508
147.7633 124.3750
180.2449 123.1250
178.4776 118.8438
163.2000 119.6133
144.5959 122.3438
138.6122 119.6484
141.4735 120.5859
144.0816 126.4766
147.4286 125.5859
151.3674 126.5781
146.3878 123.3984
159.9918 123.7188
148.0898 124.3906
106.6326 131.8047
168.6000 123.4922
148.9061 119.7188
150.1021 123.8828
155.3265 117.0547
159.0204 118.0469
160.1878 121.1563
153.5796 116.8945
147.0367 118.9063
146.3510 125.3125
153.6367 125.3320
149.9796 124.2500
150.3674 130.1641
156.0163 128.8477
149.9714 123.6641
148.9469 129.7773
145.1020 125.3125
139.8612 131.7148
144.2857 133.6602
148.7347 130.7773
147.1633 129.3164
69.0490 133.3359
88.1755 132.0313
120.1551 134.1250
120.8939 124.6563
120.1755 125.7813
108.1878 120.0156
55.4082 141.3359
11.9184 143.0156
14.6653 145.7500
59.3714 139.5391
64.4694 140.7813
95.4204 144.6563
113.8939 146.0938
142.3265 155.9023
192.4082 156.5781
192.1796 163.4805
188.8979 164.4219
187.7429 154.8594
194.2857 154.5078
217.1551 161.2617
200.3633 160.9375
151.3225 145.4844
181.0449 123.3281
169.2531 131.9844
163.7143 132.0938
165.0857 132.1836
176.1796 135.5469
166.3102 132.1875
164.4653 133.0000
172.0000 126.7500
167.5714 127.7695
172.6000 128.7734
171.6898 130.3945
168.5837 129.1250
165.0612 129.5000
163.4000 134.7031
159.1878 130.3242
160.4857 126.6992
166.0531 131.6641
162.6000 130.5898
176.3674 139.1523
172.2204 130.7500
169.0490 128.2031
169.7469 131.9219
166.9633 135.7734
161.5551 132.4023
158.0408 128.2344
170.9673 126.6719
174.6041 126.6953
121.7020 143.9805
128.1306 144.8711
112.2898 141.6328
116.1837 144.3867
104.9837 145.5625
106.1306 143.9453
124.2653 142.2500
163.6000 133.1719
191.0286 127.4102
179.9551 127.9688
149.1306 130.9258
155.2816 146.0234
140.7347 135.3594
142.3469 134.6094
137.1020 136.6758
140.6122 135.1641
143.9429 131.3867
139.5714 137.1406
349.8041 206.0430
131.1551 280.0078
112.7837 266.4648
122.6000 267.3711
141.8531 287.7695
137.3265 290.3906
130.9796 290.4531
126.8000 297.4297
156.7143 299.4961
138.6898 272.4492
150.2653 264.1094
151.0041 266.9219
142.3347 277.0313
132.4816 267.5938
119.4286 271.4492
129.0000 277.0000
138.4000 260.9023
137.5061 277.5977
153.4449 267.9063
485.9184 201.6797
372.4286 213.4102
344.0857 207.7813
181.1837 204.6563
261.8204 208.0625
254.0408 209.1250
252.1143 211.6875
252.7020 197.9219
244.7061 200.3203
233.4041 207.2500
226.8571 192.8242
233.2816 200.1719
231.4245 198.4922
218.1429 177.4805
225.6694 177.9219
213.6653 176.0313
214.5796 180.0313
196.8408 175.6250
209.6000 177.3945
347.8000 227.9219
350.6531 220.5078
192.0000 175.6094
185.8367 179.2813
487.0286 184.1523
471.1306 176.9570
463.9918 188.4883
463.7224 181.2617
148.1673 183.6250
218.9592 169.3164
191.7224 168.5625
167.7633 172.1250
174.2571 186.8594
126.8857 170.4453
107.8939 172.7813
92.6327 184.6133
473.3918 230.1484
491.8000 227.7422
494.8000 240.1250
96.0204 180.4297
305.5388 204.2578
270.9714 187.7305
260.6816 186.2266
272.9796 178.4453
272.4286 178.4844
495.4816 227.3672
488.9510 225.1484
494.2000 230.2969
487.5306 219.2344
452.0204 204.0703
606.8286 219.8203
523.5428 226.7031
520.4000 235.1211
505.6286 233.2031
376.1714 226.9219
507.9510 233.4375
501.4000 230.3594
189.0612 176.8516
198.4000 179.8750
208.6449 169.2344
221.4286 182.1094
253.8571 167.3906
308.9061 173.2500
471.9592 150.6836
429.0775 149.6641
356.7939 267.7363
134.2571 130.0313
132.7755 138.8164
139.3918 127.2266
144.3061 127.2031
97.6122 132.0469
93.8939 137.6719
564.8572 149.3359
583.0245 130.2617
660.7959 132.3125
608.5143 123.8125
599.8735 110.7813
598.4898 114.6484
583.7184 111.2031
446.0530 141.5625
478.8000 130.1641
478.1592 143.9023
478.2163 138.9531
449.6735 160.5781
425.0571 171.1992
166.8816 330.5859
444.9551 151.4453
419.9551 160.6797
345.9306 170.5742
195.6286 141.6094
71.5143 140.7852
106.0694 128.6641
100.8286 144.3047
521.7142 136.4375
529.6367 133.4922
377.4041 166.2344
292.5714 173.0234
305.4286 216.1250
333.7633 190.0625
305.6816 214.1406
307.2286 204.5898
250.6041 238.6016
397.4000 201.4219
366.7306 213.8750
332.8163 202.4063
318.1592 201.3125
312.9878 218.5391
308.8694 209.3789
271.9796 212.7734
356.9796 221.5000
351.7061 218.3203
551.8163 166.2305
480.5714 170.5000
470.9918 163.2813
463.4082 159.0000
466.8531 164.0625
483.3306 166.2500
495.8571 160.5234
457.6531 145.8750
398.0000 157.4297
404.7796 154.3281
396.4286 151.4648
376.1183 162.2969
361.5347 157.9609
348.2286 146.7109
352.0612 146.8750
312.4041 140.9688
295.1265 140.3750
289.0000 139.2500
253.5510 147.0273
186.0163 146.6719
176.6082 142.0938
177.1837 144.3750
132.8204 141.1953
82.3714 168.7500
74.1878 156.5781
97.9020 143.3789
135.8694 146.9688
130.7388 145.0313
159.0408 144.9766
231.8163 139.8750
265.7347 155.5234
311.5225 148.8164
390.0367 146.7188
384.1224 144.5352
393.1551 153.2344
408.8000 138.8828
316.9184 207.1523
388.1021 201.6875
170.9551 195.5625
157.4857 203.5781
415.4081 192.8828
167.8163 198.8594
237.0857 173.3828
294.5388 178.7227
214.6816 202.1953
215.7143 201.1172
175.5755 216.3047
188.4286 231.0430
383.9755 215.2969
367.7755 221.5469
376.9429 213.8438
367.4898 216.4648
370.0082 227.2109
397.2408 216.8984
406.9388 228.0625
138.3428 202.4063
125.8857 202.0195
124.8326 192.5469
147.3184 197.3750
144.0694 208.9141
144.8571 224.5898
142.5225 209.5547
141.5102 203.1406
415.9061 229.3125
392.0817 188.9766
370.7755 200.2188
163.2531 204.0234
155.5510 198.6836
144.0571 209.7109
130.1265 217.6719
136.8367 203.1250
149.2490 207.6680
147.7143 205.1406
179.3674 204.0781
186.6531 213.8281
187.8163 217.4844
178.9510 208.0703
126.2980 239.5430
136.9184 243.2656
159.2939 232.7969
158.0245 230.5313
207.2857 236.3906
210.9796 225.8516
204.4286 244.6328
190.3224 253.1797
316.2449 142.4492
393.3878 153.2969
422.6776 144.5430
456.4898 143.2188
484.5184 146.5156
415.2653 216.5625
460.0204 220.1563
478.2571 221.2578
226.0367 231.7500
224.1837 223.8984
210.6449 224.6797
214.9510 231.0625
239.0449 208.8867
173.6041 236.7344
176.4694 228.0430
158.3959 223.8594
151.1020 219.6094
174.3429 232.3789
176.8408 225.7344
164.9184 228.3281
206.3061 248.7344
78.4735 216.6406
81.0000 224.4883
314.8041 138.8008
324.1469 150.2773
376.6000 150.5625
373.2000 149.4844
260.4572 192.8125
231.0286 202.5000
366.4286 198.5469
364.0612 207.8281
361.0327 201.6094
351.6898 204.6875
334.5714 213.4375
340.4490 204.6250
335.5428 209.0586
185.8898 277.8125
400.7143 230.8750
226.7143 274.0352
169.7184 292.5039
170.6000 293.7734
166.0939 291.6563
162.5592 284.8281
299.9796 236.6250
295.0286 231.5156
303.8000 229.9102
301.8000 230.1719
304.9429 234.1250
277.8776 170.5625
260.6857 173.1211
271.2327 176.1875
280.9878 177.1563
283.3143 176.6094
282.0204 190.2500
311.8245 190.6289
357.4572 182.4922
403.9061 182.0625
370.6531 202.5664
402.2857 201.3750
475.3755 160.4375
479.9061 169.3047
454.3306 194.5391
462.8531 205.1016
453.4367 194.0000
489.5102 176.6172
509.4816 176.6914
499.5388 188.2734
478.6286 189.9258
486.0735 196.6172
507.4694 185.6563
499.3918 187.7578
483.8776 200.3750
494.4572 194.9336
514.9143 201.6563
517.2449 204.1563
515.3062 196.7109
509.7020 203.3125
