Right Wrist
246.6735 394.7852
282.0735 400.9883
284.8204 389.9375
280.9551 385.8477
186.2857 233.5820
218.3714 219.7070
305.3184 388.9688
189.2286 224.3750
167.9714 247.5000
472.0816 405.1289
434.9020 352.5781
432.8571 407.2500
429.3551 406.3516
453.4694 290.8555
445.0898 296.3555
444.9347 297.1016
398.9347 313.1719
246.6776 441.5742
257.3469 420.5898
292.2939 415.1094
302.5919 383.0313
318.3633 367.4375
319.6122 376.9609
321.1469 374.8828
341.4898 349.7813
359.5837 280.9648
360.8694 279.3164
342.1429 205.9805
339.0898 207.4688
347.4367 202.2813
315.3265 294.1563
312.9796 287.7188
332.6327 287.2031
314.6204 293.8242
310.8571 278.4688
327.7061 275.3672
298.0041 303.4453
245.4980 253.7930
240.0000 264.3672
94.7592 296.1563
99.6735 289.8789
140.5714 305.4180
154.8531 291.7344
151.3959 296.9570
141.1061 299.8047
144.1102 298.3516
146.7551 292.6406
533.4898 216.0313
583.6694 193.8555
584.2857 206.1992
359.1837 241.1641
583.3347 259.3281
515.7878 299.0313
538.0408 286.4375
583.1021 252.9414
514.9225 302.1211
515.7837 295.5938
334.1633 256.5000
336.0123 255.9063
342.0000 264.8281
321.2000 266.0000
324.1102 267.4844
116.0286 255.7422
66.3224 297.5938
324.9429 277.6406
290.1021 319.8359
288.5306 328.8125
337.4000 266.7266
88.8612 283.1719
144.2980 424.8047
97.4326 281.0039
323.2000 280.7109
302.1877 281.9844
303.9918 280.6211
298.8245 276.5313
548.1102 267.3672
267.9551 218.5234
252.9429 229.9219
283.3673 209.7813
306.2286 229.0000
479.7061 256.7578
528.8817 273.3086
333.6816 395.3047
356.2939 348.0078
371.2653 308.3086
400.2408 323.6563
354.7755 284.3555
422.5633 312.0547
418.9429 310.4219
420.3714 322.2578
376.2245 325.9688
377.6980 315.8281
489.0000 269.7891
483.2653 270.4492
431.2816 263.5703
407.0000 262.8438
407.9184 260.5938
411.4326 263.8398
504.2776 196.1367
495.9347 195.8984
484.0653 198.2617
483.2939 205.6094
419.8000 198.3906
431.0327 200.3281
466.7673 254.9492
280.3714 197.6953
307.9143 370.5391
308.0857 369.1328
313.8286 375.2500
190.3143 241.5156
294.3714 248.1484
103.0000 224.4063
114.7020 250.4922
407.0000 318.6523
398.9755 317.5938
400.0123 316.5156
419.1224 336.2969
422.5469 342.4102
445.6082 339.3906
446.0612 341.4688
465.9918 355.8125
466.5714 359.7188
493.5714 360.3008
490.5020 358.3906
517.0367 363.4688
318.6776 302.5664
505.2449 359.0977
301.0000 302.0000
508.2408 364.7656
505.4367 363.3906
512.5755 369.0352
507.8000 370.7188
499.3878 366.3750
518.7959 379.7461
272.6571 302.8164
266.9510 304.6484
510.2857 341.7109
513.7429 342.0078
238.5959 303.4453
254.0612 307.3750
241.5429 313.0625
228.1714 310.9492
240.6572 305.2188
244.8612 306.0313
255.6327 305.8203
247.8979 306.8125
254.0000 306.9219
251.6572 307.2344
251.8123 311.1719
582.2816 367.6016
411.3061 287.7930
375.8449 248.4492
352.6939 224.7656
343.2041 291.6875
361.1102 263.0664
347.1837 252.8008
275.6408 254.5430
282.7592 259.7188
215.8857 256.7148
216.9918 262.7383
188.5143 266.9219
183.7224 297.8438
261.7551 407.3750
191.1959 473.5898
325.2490 433.2500
292.0735 439.1406
151.3755 379.3086
144.4367 372.7227
129.1224 393.3516
134.2612 390.4453
378.6694 346.6875
184.2735 349.8867
184.2449 346.6797
147.6530 386.6250
158.2000 385.0625
166.6286 358.7539
134.8571 374.3281
143.3102 374.1523
191.5388 363.5156
181.5755 365.5938
183.2082 373.6563
187.8286 374.3320
183.1510 374.4727
539.3469 176.2813
451.6490 188.9805
372.3021 204.5938
298.8286 230.6250
183.3755 366.3594
181.6000 361.5430
200.3184 364.1914
196.3224 354.8828
189.5388 311.5313
187.0816 293.7773
187.3143 289.9609
175.2979 289.7656
560.9878 333.4219
196.1388 379.1406
191.5918 376.4297
351.4286 294.9336
176.8000 290.1797
395.8000 276.6641
410.3510 295.7813
398.3959 263.0859
352.2245 262.9648
354.0490 256.6094
323.4163 235.7500
241.5143 280.5781
342.4000 291.4336
303.6857 294.8906
247.2857 274.1133
349.9592 318.2188
268.4326 317.8633
563.4612 191.0313
251.4408 323.8047
254.4082 324.3750
410.2041 294.4766
209.1429 370.6758
294.1714 389.9531
289.3102 276.8672
283.3020 278.4688
283.6122 278.2188
467.2204 255.6484
297.2204 276.3906
295.4653 278.3047
297.4000 277.3711
305.1714 280.5000
302.1224 279.8242
304.8204 280.3047
485.8735 263.7539
317.8367 276.4023
67.1714 312.4375
393.4694 371.4258
172.3061 402.2266
183.0286 334.5000
389.2245 242.6602
412.7143 243.1406
414.5428 236.4844
330.6327 227.6250
396.1347 253.4453
525.3673 408.5625
420.6490 218.1328
420.1714 216.6680
418.8000 356.2188
262.7347 253.6055
257.7714 254.6484
305.5102 247.0391
300.8816 245.9648
285.1429 246.7656
678.5061 359.1563
263.5878 247.5625
272.7143 246.8203
244.8327 250.3281
353.2041 309.9375
362.3878 318.2695
389.1796 320.0039
402.2898 320.6250
409.0082 313.3867
411.7143 325.1328
413.7347 321.3281
416.5469 328.1094
418.8571 336.3633
281.8776 157.1953
249.7551 169.9336
380.5633 340.0313
378.4531 340.6484
298.8571 314.7734
385.1224 268.0313
326.0327 314.7852
531.9143 419.7500
472.7449 320.4141
469.6327 316.8398
396.7632 286.4180
163.8327 413.5391
241.2898 308.7617
241.8286 326.9219
404.8041 311.2695
236.6735 347.2500
243.5551 346.5234
205.5143 353.9766
205.0694 358.9727
206.0980 361.6289
372.8898 423.2813
240.4041 350.0156
382.3347 423.2500
397.5714 418.7344
337.9796 265.0117
152.4122 338.0938
173.2449 345.2188
183.2204 356.1719
181.2082 358.7500
223.8571 352.3477
258.4082 353.7344
302.0000 362.0000
329.3429 346.6836
203.3714 295.3164
206.8980 297.5078
199.0816 298.2344
612.4694 236.7891
603.4572 247.6758
210.2449 301.6133
207.9388 296.1719
560.8939 260.9297
549.3918 264.9297
531.2245 269.5000
527.7388 270.4531
448.8817 254.2656
457.8571 254.1992
450.1837 249.2813
179.7469 352.1016
208.9633 315.0117
186.9061 301.0000
155.0000 296.7734
276.6245 298.2500
403.4694 255.5195
409.1837 254.4961
424.3429 256.1641
440.4000 262.1836
590.0000 248.5156
508.4898 245.4219
564.1918 244.9180
462.9673 238.7188
556.4286 247.4219
532.8163 225.0469
551.6898 280.0195
558.4531 292.1719
408.7592 305.7578
419.6000 300.6250
554.2612 301.6289
423.2000 300.4492
366.9796 308.8633
362.4531 311.0000
360.6041 316.1250
328.6857 353.5703
586.0408 318.2656
573.3918 297.6953
523.3510 264.8281
551.2449 252.1484
562.4572 279.5547
507.9102 268.7031
453.2408 256.0625
392.7347 251.4336
322.8000 236.2617
324.2694 240.4063
318.9592 244.0781
323.8408 259.8750
320.2041 256.0703
319.2490 265.2383
331.6571 263.3711
309.0286 269.4688
332.5837 255.3359
344.5265 256.3281
533.9469 307.0938
391.7306 285.1133
334.1388 255.0859
434.9184 252.9844
443.0490 250.9531
316.7429 254.5000
412.9551 242.5000
383.4326 241.0313
373.1429 221.3125
342.0000 247.8828
343.5633 239.2852
348.2449 273.0000
329.7714 269.5859
361.6041 385.4492
365.1674 261.7070
365.4000 350.0078
413.9184 374.1992
32.1143 302.5313
444.7755 474.3633
425.5061 386.3516
313.8082 334.9219
318.6612 350.5938
275.3224 374.5977
272.0286 376.7500
283.3918 377.2500
290.3551 376.5625
260.7673 367.6328
235.1184 366.5703
256.0531 349.6211
269.1837 351.2344
269.0082 344.4141
276.9714 374.6406
269.3959 368.5039
229.4653 382.8750
232.7143 394.2188
337.7673 272.9102
429.2367 227.1797
274.4286 228.1563
566.4286 192.2813
512.2490 185.0664
509.5796 187.6250
481.8204 188.1602
474.3224 193.4297
478.7878 181.9766
318.4245 237.7148
247.2857 470.2109
401.9714 397.5156
389.1714 397.8750
186.3878 368.7891
126.1306 384.7500
145.9633 387.5078
91.1306 484.1563
222.3347 358.0625
293.0572 363.2500
363.2653 334.6094
332.9510 343.4297
293.2041 326.4922
437.4531 431.6328
45.3429 467.7930
42.4286 460.8945
189.8571 326.6680
365.8000 374.0156
203.7674 408.9375
219.0408 425.4219
225.0408 431.6953
220.1633 467.9102
252.0816 488.5000
441.1959 248.2813
422.4694 255.3281
412.2653 257.9844
294.1877 271.1133
611.3265 228.0625
586.2980 249.1250
554.4286 292.8906
558.9143 291.3750
559.4000 289.4648
559.6735 291.7031
555.7755 296.9414
559.2041 293.9375
555.0000 290.1250
555.0571 280.7500
556.4041 287.5000
553.6286 281.3867
554.0694 284.9844
557.9429 286.6172
562.1796 277.8750
555.7143 289.7969
325.5102 305.2773
434.9673 216.3750
217.7878 368.0469
209.0490 371.3359
34.8000 247.7461
538.4245 377.1484
570.4081 236.5000
569.5306 227.0391
538.5919 246.8594
629.0694 205.2422
378.8571 284.5547
384.1633 271.9727
376.1306 299.3086
327.1265 321.7109
172.2368 296.1523
150.8326 321.9727
451.0163 345.2656
477.1796 332.3047
349.2857 292.3516
445.1551 285.7344
525.2041 349.2578
363.7469 313.9844
467.2571 357.3906
354.0367 311.0156
268.1224 303.3125
290.1714 295.7813
303.2286 292.9297
297.2000 316.1016
521.1959 340.5234
529.8816 325.0664
521.1347 323.4844
557.1959 327.1953
46.1388 263.0313
299.1877 220.1250
283.6898 217.3555
277.3061 221.9844
269.6286 247.4336
614.7632 298.6328
293.8367 197.4141
254.5592 428.3906
499.7592 368.8125
505.4000 374.4453
564.2286 397.0742
553.4000 396.3828
540.6122 405.9180
142.4653 267.6563
137.0000 299.3320
144.7347 254.8750
333.4490 303.4414
177.5714 275.4063
151.7959 301.5938
182.4245 278.1250
181.4898 278.5000
168.1306 274.2969
177.3061 281.4219
158.0204 290.0000
140.2816 248.6563
180.2163 280.0781
138.5429 304.0234
146.7592 278.9570
139.0980 282.1250
68.9796 209.7539
50.1143 215.8750
251.7878 350.7109
226.3429 361.4063
164.8449 334.0938
189.2571 337.3125
200.0449 330.6797
222.4857 341.6328
203.3388 350.3594
255.2041 362.4688
266.7184 336.1563
207.3592 336.4922
238.4898 328.1250
212.2857 337.9414
201.7143 337.6914
188.2571 329.6445
200.5959 329.9922
212.7755 327.8125
194.6735 318.0625
191.7633 326.5938
187.4572 355.7695
197.8612 363.8672
195.6939 356.9609
188.2653 337.0508
199.5429 345.5703
566.3062 213.3906
180.7755 240.7734
319.2041 232.9414
171.8898 243.0078
172.0041 243.6875
319.3347 259.4688
153.2531 231.3750
123.0163 207.0195
243.9796 307.8438
343.0204 270.4063
397.9102 282.5000
99.7796 333.6484
73.8531 287.4688
71.8857 292.8281
417.5918 250.8203
309.8857 225.6719
309.5306 225.6875
309.6000 235.9688
308.4490 227.6719
320.8612 216.2266
354.0612 232.8672
341.2041 236.2305
311.5919 210.4219
407.3959 257.8750
401.6245 248.4219
380.9469 317.8750
376.6531 316.8125
395.4857 319.9336
385.3061 328.0000
351.1877 337.9766
358.1837 328.2578
293.5714 324.1094
318.3551 329.7344
275.6122 356.7148
391.9347 340.6250
387.7510 364.5117
385.4000 352.1250
345.6898 390.0000
348.1674 379.1211
434.7224 427.8789
146.6816 288.8711
143.7959 291.5898
138.3184 303.4922
96.4082 307.3125
361.6735 351.7656
588.3428 188.3789
563.8367 211.8789
554.8776 203.2500
342.8326 224.0000
351.1183 277.3203
348.6531 269.4688
309.9143 253.6641
279.5102 256.8984
275.5347 249.4375
277.5143 248.4375
266.5510 238.8750
276.6122 228.9297
279.3714 229.9766
270.3755 252.0000
271.0449 254.0859
267.6735 251.2930
282.3388 253.9961
312.8979 259.8086
317.2286 263.6094
306.1469 250.1719
290.9265 248.3906
278.5143 244.9453
264.2449 234.1641
426.8163 296.7188
224.5143 293.9375
413.6490 425.3125
102.0694 245.5117
102.5020 231.4375
86.7673 242.4180
581.4081 395.3438
440.5388 342.6484
513.8776 350.6094
516.5510 350.3359
471.1469 353.2891
437.1347 352.9023
437.9796 359.7813
456.4449 358.2852
464.7837 359.4531
470.1429 358.9063
475.1306 356.5938
475.2653 356.4844
475.2000 356.4766
480.8000 357.7109
457.5714 356.1016
425.4612 354.8750
421.2327 346.2266
429.3674 352.6797
429.8571 354.1367
440.0490 354.2578
343.6694 316.8438
317.9184 299.3320
528.9143 409.6875
411.5714 396.9219
410.8776 398.2383
363.4898 383.7188
325.7265 383.4141
408.9918 392.8828
411.9714 402.1016
335.9592 382.1641
536.6613 277.2891
537.4082 271.4258
557.2122 279.4336
252.6571 243.5391
209.7347 262.9688
182.4735 276.7148
176.7102 276.1289
187.0653 272.1563
198.8286 264.0547
204.8531 254.9219
207.6571 258.0156
204.9918 257.8945
219.3918 253.3281
208.3714 210.3555
204.6816 241.4922
196.6367 250.6602
233.6572 245.5586
196.5551 256.5000
178.0612 256.8047
129.8857 241.6758
343.6327 390.7656
323.3755 390.8125
321.4041 385.3320
321.1918 390.9727
368.6367 382.1250
365.9877 375.2500
406.3510 358.4922
402.2490 359.7500
390.8163 369.5313
390.9265 371.8320
458.1877 335.0352
435.8776 230.3828
293.0327 262.1289
382.9306 229.0547
284.6939 262.4023
290.3469 259.6875
284.3714 255.8984
281.8571 265.5938
375.9306 224.8242
365.3959 226.0352
558.7796 156.7500
348.2857 223.0156
322.7673 201.0195
506.7714 235.5781
317.9714 193.1055
311.0163 190.6094
311.5020 186.0469
319.8286 193.1406
314.3469 191.4453
331.9918 175.5703
332.2367 176.2813
340.1959 183.6836
434.9429 174.6289
404.2122 200.5078
394.4122 176.5156
378.7061 201.5352
384.5714 193.2891
185.5551 245.1055
169.6000 232.2266
171.9592 233.1875
245.5959 229.6797
264.4286 242.9141
242.1021 242.8828
243.0980 244.4609
236.4041 231.6641
228.8979 228.8750
220.0286 221.5156
214.2939 237.0000
204.5020 228.7500
209.9388 229.1172
206.6776 225.7734
203.6735 221.5469
210.3347 233.1563
204.8204 236.8438
211.7061 240.3750
232.2490 237.6797
210.9755 236.1914
193.0286 242.4141
211.6694 239.7344
199.7633 243.3477
190.6204 245.7422
193.1673 250.0000
181.6327 239.7734
203.9429 226.4922
191.7714 232.4844
193.1429 223.5234
182.3673 230.1758
193.4122 235.7500
138.0775 211.1055
97.5918 217.8281
135.8939 262.4922
186.1714 260.7500
182.5510 274.0898
177.6571 279.0000
163.4449 268.7500
156.2653 261.2031
171.6776 280.4531
162.8571 276.5703
204.4694 300.2617
198.5714 301.4844
204.4082 281.7656
195.2449 265.6094
175.8735 255.3789
173.7551 254.1484
179.1020 238.1094
178.2857 240.5703
177.6735 237.7305
166.1102 215.1094
176.6735 214.0156
210.1837 227.5508
203.8571 232.0000
235.7796 253.0781
171.5633 170.9141
200.5592 223.6484
201.1633 213.9766
200.2571 225.1719
185.8571 220.1406
192.0000 222.4531
196.7673 242.5898
227.3388 233.5547
226.7878 233.9688
229.0898 237.3594
236.5102 241.5117
228.4245 245.0000
223.1102 244.7500
166.1877 250.2188
168.4694 231.4961
213.4490 231.1406
221.4490 232.7500
197.4857 245.7266
200.6449 244.9141
213.0041 249.8594
214.4163 234.3516
217.6122 233.4063
196.6490 239.6563
197.9510 225.4727
199.3551 228.7891
202.7755 201.8750
203.8000 202.9648
213.1225 193.5195
203.5592 187.1563
198.6939 192.9258
204.8939 191.5391
216.5143 189.5117
212.5714 192.6523
211.4490 201.8906
194.9388 200.4141
216.1592 201.8828
216.8571 212.6719
190.1837 246.2383
202.8000 235.3828
203.4204 242.5195
198.6531 241.8906
204.5837 241.8594
208.5102 238.8555
199.8041 227.9609
188.1673 228.1719
185.6939 229.5313
207.9673 199.6250
202.5592 217.7813
206.1837 214.2500
197.3061 201.5625
207.9796 196.9805
210.2000 222.9766
197.5959 227.4258
195.9592 225.4297
192.7755 228.3359
204.5306 195.6641
218.5306 147.0195
214.5102 172.0820
140.8776 227.4375
143.0979 217.4609
206.1469 226.0000
159.8082 236.2188
162.2245 243.0469
151.3796 216.3047
103.6735 220.4531
72.1225 232.3359
55.8816 240.7500
98.8000 235.6367
104.5632 237.9922
143.8122 235.3594
183.3959 250.5078
234.1633 253.4141
259.0816 251.6797
262.4408 246.6250
269.7143 245.3750
263.1714 273.9688
290.1633 273.5898
302.8204 293.8086
230.9143 321.7148
167.5347 290.1016
201.1755 254.3438
217.6653 249.2891
213.8571 245.5156
212.8571 242.5273
216.7673 233.4727
224.2449 233.4063
218.6204 227.5000
217.9184 252.1250
223.9143 248.6211
220.2490 246.2734
219.3633 240.0039
230.0612 241.5000
215.4694 247.6875
222.5429 245.2813
202.2490 240.5742
203.7510 233.9883
211.0163 245.5469
210.5020 246.3633
229.8776 242.6914
220.9306 245.1250
232.3265 227.6641
227.9347 250.2188
213.0286 248.4375
216.2980 247.8672
206.2204 256.5313
202.2653 259.0781
190.4367 242.9688
190.9837 257.3047
201.6041 263.9180
177.2367 266.0469
174.9592 265.4297
97.5061 265.3125
97.6449 285.6250
120.9184 269.3125
168.4000 267.7031
175.8939 262.0977
178.1061 235.5859
192.6898 242.7031
188.7673 236.8672
185.7020 242.9961
185.9184 240.1953
192.3265 232.3594
187.5510 242.2617
184.1429 219.6133
187.5306 210.0234
335.1592 190.1484
298.8694 380.7422
313.6000 391.1914
319.4000 396.4922
329.1224 394.1172
328.3470 386.0156
317.1021 372.4375
333.2000 378.7695
324.5184 388.1133
335.6122 380.2188
303.1184 375.2852
306.7224 389.9219
307.3388 385.8750
304.5143 383.1797
316.0000 390.6836
283.3673 344.5000
307.2571 367.2930
300.3714 369.6289
333.3959 382.5313
507.0449 402.9609
338.1429 313.2148
327.9714 295.1250
132.2449 400.9375
205.0857 340.1484
210.5306 326.8281
193.7143 324.7500
210.5796 316.0469
200.2204 325.4648
188.9184 319.8750
181.9592 314.1133
187.8939 318.3906
195.9755 328.6875
176.3878 273.3711
183.8367 269.3633
179.2571 274.7969
176.8327 278.7656
171.9673 274.6250
171.2490 271.4141
378.5143 296.6094
378.1592 295.8125
165.7143 269.1406
167.5306 270.6875
516.2286 336.7109
511.1102 329.4766
488.8245 335.5703
481.2449 337.1992
143.8571 297.1875
264.0204 285.8086
254.6776 270.9375
238.8939 278.2578
251.5714 283.0820
211.2286 273.3750
210.8245 273.8125
186.8326 277.0508
497.6816 389.3359
504.1184 396.2266
497.0979 394.5391
192.3469 273.2422
299.9551 346.1641
247.9429 340.5820
237.3878 333.2500
252.7755 321.6484
256.2653 327.9492
508.2326 324.9844
508.3020 379.8359
506.2816 382.8750
453.7673 329.1250
455.7551 268.8672
616.5428 338.7227
535.2163 383.4727
541.2286 392.6367
540.8286 384.1406
352.4572 391.0664
536.4572 390.4453
539.5388 383.3594
278.1429 263.9922
283.9592 267.2500
286.2939 260.3594
295.7143 262.0625
315.1429 254.7813
314.1592 264.2500
480.1224 299.8203
449.1469 282.8320
393.8959 348.9473
121.4735 243.7813
119.6980 246.6367
122.5714 239.7148
122.4122 242.6133
93.1918 252.8047
83.0531 271.4766
619.1429 312.5195
602.7347 311.3516
684.5143 296.4922
620.1143 254.6563
611.1306 246.2969
612.4531 247.9492
563.9796 224.8750
460.2980 253.8906
458.0000 232.6641
460.0775 248.8008
454.7959 251.2813
484.7837 279.0938
432.6000 299.4961
199.9102 345.9219
420.0735 296.3945
405.9592 304.0703
326.9755 305.8242
176.3143 258.8750
74.7225 261.1953
85.9878 258.6289
83.0000 273.1875
545.2857 288.9766
536.0286 274.5156
391.4000 267.2891
203.3878 365.8516
92.3673 343.9531
146.8082 258.3125
231.7878 309.7656
198.6490 271.7656
250.6041 294.1680
397.4000 389.0859
388.0123 380.5000
360.7347 377.1875
331.9306 386.3750
317.3062 419.4336
325.9878 411.0273
192.6326 369.4727
304.5959 433.6563
334.1918 454.0547
532.2653 316.9219
480.5714 312.2500
463.9388 316.8906
479.6530 311.7500
476.9919 317.6250
479.7061 314.8750
494.3714 313.8164
438.3061 258.8047
382.6000 265.1094
385.8612 243.6328
370.0490 240.7383
367.4000 258.2031
341.4775 254.0117
315.4734 252.7070
311.3469 251.5000
289.2980 256.5156
268.9143 275.1250
271.0408 276.5000
246.4245 301.6563
141.2816 287.9297
125.2694 283.0625
125.1429 298.7344
93.8939 317.4531
64.7714 352.3906
144.8653 313.2109
164.3918 296.7422
177.3551 269.7578
182.7837 273.2539
237.0572 262.3164
282.4000 274.8750
307.4898 267.5313
346.0122 267.4023
381.6122 269.0625
373.5102 270.1406
398.7388 262.9375
436.0571 207.4102
208.9673 281.5313
280.5184 250.9063
111.2653 317.1836
201.2735 331.5469
373.1429 335.3828
250.1021 263.5703
241.1592 312.3047
319.9102 276.8086
238.4776 295.1250
179.2000 293.2461
158.6898 329.9492
168.1429 316.5195
427.7143 339.7500
428.0572 339.9688
446.0286 321.0938
461.5959 334.4141
471.4898 333.2500
449.9429 344.2266
538.3021 321.2969
219.2571 293.1016
187.0000 288.8164
200.8163 283.1250
213.0980 288.4375
226.8286 307.5703
238.5714 299.7148
243.9102 308.8984
247.2898 310.2188
556.0857 326.7734
450.9796 320.8359
494.6939 329.1367
244.5102 254.5000
198.5918 210.0313
181.8041 211.9336
178.2000 226.9297
191.5714 219.5781
258.9796 306.9922
258.7429 287.6133
255.1388 265.4375
143.0612 252.0547
134.7551 241.3906
230.4122 228.9414
148.1429 285.1484
89.5306 338.1875
159.2939 271.7266
119.3061 310.3125
264.0408 429.7344
272.8163 426.4531
228.0857 331.6016
224.1837 328.8828
311.2653 201.8867
383.9184 231.4141
407.5469 223.1406
457.8776 227.8086
473.4490 229.4844
428.2857 274.5586
453.7959 277.2969
466.7592 286.2031
263.2857 337.7344
258.4041 346.1367
252.9633 342.4531
238.0531 346.6875
260.4327 339.7031
281.1306 289.0469
286.2000 281.8594
250.5837 286.1016
250.5918 280.5234
263.7143 317.8008
185.4286 380.4219
186.6531 378.6406
206.3061 425.5586
91.8694 397.9414
81.0000 426.0742
286.5266 223.7383
277.3633 214.1445
304.2408 107.5156
303.4286 107.1406
296.2122 249.8125
294.5592 248.7500
337.7143 374.6406
346.6245 319.1914
332.0082 315.5625
328.7102 324.5313
328.4857 323.1250
324.7755 304.6328
321.9143 310.4180
192.3551 439.5313
352.7143 354.6250
224.8857 339.9883
199.1714 334.8203
170.6000 341.5078
126.3633 312.1563
188.4204 326.4023
295.4245 382.6250
329.7429 391.6172
273.0000 403.6484
275.8000 391.4688
302.8245 374.3750
274.0000 325.5625
274.2000 325.6992
287.1674 327.5938
277.1755 323.9375
279.3714 328.8047
282.0204 326.7031
377.4653 356.9180
418.5714 358.4063
432.5347 347.8594
442.8163 389.9102
459.4286 391.3672
414.3224 368.8750
437.4163 325.9902
467.5551 321.8516
480.0775 325.9609
483.3633 314.0000
487.0204 308.9102
528.6163 274.8672
529.5714 292.5117
519.8448 306.7383
579.2858 294.3750
573.9592 289.9375
480.6204 316.9453
478.3551 325.7500
462.7918 307.6836
439.1183 305.5977
430.2571 304.8945
437.7306 310.6523
419.3347 281.7695
464.8163 280.9492
517.8571 323.3477
542.2286 330.2617
527.6776 325.8047
502.7837 325.5781
524.0612 331.8594
500.0204 315.5781
479.0000 315.1094
481.2245 301.3359
497.9429 323.0000
495.6939 330.1328
517.3306 322.3125
500.7714 327.5781
504.5061 331.0195
522.8653 321.3125
513.8123 322.1563
515.8408 331.4102
533.6327 326.4688
521.3715 321.0234
519.1428 323.0469
531.2000 324.9375
528.4694 318.4648
518.3469 323.0859
370.9551 371.4219
488.5102 321.7266
491.4286 303.2031
480.7143 286.3438
282.6204 367.9883
270.4734 373.3750
253.8531 368.5703
257.8857 365.5117
236.3714 259.2227
588.4980 325.2500
625.6531 324.4883
629.6898 318.5820
644.7592 324.1445
633.7755 320.8672
548.0490 317.0938
531.9633 329.1211
442.3265 263.8750
437.8286 260.4141
445.1306 302.5938
410.6000 346.9023
407.6286 299.2734
376.2571 313.0938
391.1633 324.9844
399.1551 297.5234
281.8449 327.3438
299.1429 354.5938
301.5184 335.0938
284.0286 329.6133
284.1918 331.3125
421.9959 280.8750
413.3469 283.1133
402.4286 273.6797
402.5551 273.4375
390.2816 265.7656
386.0123 272.1680
375.3469 266.8359
375.5674 267.4375
337.4122 278.4375
338.7469 277.6719
317.6857 292.3750
339.7959 277.2852
306.7388 268.2617
303.6327 263.9961
316.6531 260.1563
313.9469 261.8008
405.7633 273.9375
270.3387 262.4219
405.8490 279.0938
400.4041 274.2813
402.3551 274.5078
416.8857 270.4219
416.5225 273.2656
442.8000 279.3438
465.5510 287.0000
498.9388 340.3438
542.8572 325.3047
251.0939 421.0625
202.4000 376.9531
274.5510 368.0781
162.2857 253.1758
193.4857 264.5703
305.2163 301.7773
310.8776 298.6094
306.4449 295.1250
295.1918 296.6563
260.4612 265.3203
260.1224 261.4727
250.2653 261.2344
250.8367 263.2422
206.0939 245.2813
370.8408 235.5781
253.1592 227.6055
369.4490 239.9766
372.6980 249.6406
391.0612 244.4375
343.3878 253.6328
345.0857 249.8633
349.5959 250.6016
345.4775 246.0391
393.6122 273.2188
408.1592 281.5938
407.9388 280.1016
439.0735 300.2500
431.7429 294.7813
433.9184 302.0156
457.7755 329.8281
260.6286 385.8906
264.5266 383.8516
260.2041 392.2344
260.0204 245.2734
251.9714 248.5625
244.9796 250.1563
228.5633 255.0820
230.2857 252.0938
220.3592 257.2969
211.9306 248.5000
209.2653 259.6250
207.1633 260.8047
211.0286 267.7969
209.4041 266.1758
208.6163 274.1875
211.0531 274.1719
378.8408 339.2813
492.5510 309.4453
125.9714 345.2656
476.5306 318.8906
223.4939 355.0820
207.2122 357.5938
191.1796 351.6563
214.8163 366.9219
183.0816 394.5547
526.1633 190.7539
551.9592 206.7656
489.8776 200.7148
265.1388 371.3203
294.1837 372.2656
93.5510 502.2891
134.7959 438.2734
157.0327 391.6250
138.8735 183.1406
579.4653 466.6953
450.4041 451.6406
428.0286 437.8984
338.8612 471.8984
375.1714 473.3242
388.1429 446.7500
389.4734 443.8750
355.4449 410.6875
367.2816 464.5078
305.3428 262.6523
305.2041 314.9063
278.6163 308.6250
150.3061 324.7109
149.9020 324.6641
113.9551 317.5625
542.9265 288.5117
274.6367 349.2734
541.7959 289.8125
541.5714 288.2109
237.4735 339.6953
568.2857 284.2383
181.4653 363.1836
560.6898 292.3477
501.2000 299.0703
452.6735 301.0313
236.7755 234.3125
577.4979 290.8594
213.2857 353.4531
401.0286 226.4805
517.0979 348.9375
544.7510 380.5820
372.6857 304.7500
369.4286 319.7148
360.6939 269.4648
345.6408 272.1875
356.5674 274.5156
331.0408 273.8008
321.6245 282.6953
357.4775 288.8438
330.2286 306.4727
297.6367 273.3398
311.9020 272.5586
334.5714 265.7500
160.8816 477.8984
130.2000 483.1211
176.2000 491.4453
131.5102 321.9883
454.1388 236.0000
401.4898 177.2109
397.9837 173.8906
413.4694 201.6875
430.9510 325.5703
421.3429 331.1484
427.1755 332.2031
429.9755 333.0508
420.2490 318.5430
421.3265 318.1875
418.6530 313.0000
420.4980 317.6719
419.8571 319.4961
360.6163 299.0273
414.3878 304.7500
412.1061 307.3438
430.8531 281.0469
433.5510 279.1719
439.3061 261.8750
428.5837 264.5000
412.9143 249.2695
413.2245 251.6406
413.2000 246.5547
414.8123 234.3203
418.0612 238.3203
416.9592 236.5391
475.0245 297.7266
480.5633 298.7500
469.9714 299.3125
470.5306 295.6875
471.2368 303.2656
471.4408 306.3711
472.7592 306.0234
217.7061 343.8711
467.5674 340.0586
225.0367 347.1133
487.7918 337.8750
218.3061 343.8438
492.4694 338.7031
479.3796 358.3750
487.4898 358.7813
247.7959 317.9375
438.2694 353.4688
255.2490 338.1875
429.3265 355.4375
443.6776 334.3516
443.9592 299.4258
273.6572 324.2813
278.3755 319.8438
272.9633 318.0000
275.2979 286.0000
297.2122 281.6523
297.8979 279.5859
