Left Wrist
228.7837 340.8750
273.7469 319.3555
269.1102 310.0000
257.0735 311.7813
277.0000 317.1523
292.4939 272.7852
279.6000 282.0234
467.6408 343.2188
456.2327 378.0313
444.9020 271.8398
472.0612 218.0000
447.4286 172.8125
408.5510 405.3789
403.0000 351.9141
391.3714 399.4063
416.2204 365.7813
540.2000 395.2305
518.4857 357.0000
517.4939 347.9805
526.2041 355.7461
536.2000 387.6406
530.2408 385.6758
627.0286 399.4570
635.2204 409.4531
638.9592 416.8125
630.0694 414.5469
640.8163 421.0234
641.7143 406.0469
210.9184 366.2617
220.8041 376.3633
216.6531 419.4297
215.7959 453.2500
181.1633 445.5195
219.7551 436.8281
205.7959 429.4922
194.7551 433.5898
202.7878 438.5000
223.0000 426.0000
271.9347 435.8203
412.4939 441.7031
414.5143 421.3516
417.9510 427.8750
416.2898 422.4258
420.9184 306.1680
424.0898 314.2813
383.4286 323.4766
381.3837 325.2305
385.0408 325.1875
389.2327 338.3750
389.0367 334.7227
368.6326 316.2734
408.6816 282.1563
362.6327 468.2188
368.5306 467.8750
389.1429 470.4375
457.5918 213.8516
455.8163 216.1172
310.7878 341.6992
295.4694 364.2109
433.8979 434.9922
220.3347 233.6797
396.4694 325.6211
466.5796 477.9883
295.0898 244.6055
396.8898 260.4727
358.6571 267.4336
352.0653 267.3203
321.0530 252.6094
313.0857 258.1250
387.1184 286.9258
370.8000 292.1914
375.4286 280.9023
391.9714 283.3633
402.1837 276.7695
338.9061 282.5586
347.4408 291.3984
353.3429 288.7500
355.3265 285.6133
355.3674 300.1484
358.9143 298.8906
357.1224 236.0313
356.6245 239.3008
216.5306 253.0586
218.5143 245.5742
363.4041 388.7617
273.6286 384.9063
301.8571 393.6953
226.3143 307.7500
412.1102 399.5469
410.1714 403.0664
407.3510 403.0938
286.5674 460.5273
271.7959 421.7500
294.7796 417.5391
308.3878 422.6563
314.2612 426.7500
294.7918 423.1641
327.1469 403.9375
324.0571 417.6523
310.8449 380.2969
500.8571 280.2188
492.1429 276.2344
481.0694 274.9180
493.2531 244.9766
476.2653 210.8906
399.4816 239.8359
400.1306 245.5000
396.2204 244.8281
479.6979 211.8594
483.8571 212.6484
489.8571 212.5000
491.4204 222.6680
303.6449 443.5508
336.0939 306.6445
340.8980 302.4336
354.7551 229.0156
348.0939 262.8750
451.2041 431.9766
463.0939 311.3750
417.5837 324.7500
251.6735 283.2734
251.4000 251.1953
245.5837 248.1406
250.8408 284.7578
256.1796 272.0469
256.9184 263.9063
286.9388 322.9805
259.1143 276.4414
257.6327 273.3008
267.0000 319.4375
262.2367 282.9531
245.6531 295.1406
252.7714 276.7266
244.0612 282.7031
421.5428 317.4688
420.4857 325.8594
231.1714 286.5234
429.8694 316.5781
438.4245 320.4219
441.4245 320.4219
437.7959 321.7188
278.6000 308.3203
281.8857 309.8984
287.3388 302.5586
289.2979 302.6367
285.9184 311.3047
286.6776 305.6719
284.7429 307.0625
287.7143 312.0430
286.8367 307.0000
284.0612 311.1641
448.8041 328.4766
288.4000 317.8125
290.8041 319.1250
437.0612 326.8750
287.5959 316.3672
294.2653 311.1875
291.2857 316.0469
446.3714 326.1250
296.4857 310.4844
438.0408 330.2617
289.5061 307.8242
450.8571 327.1211
285.0775 308.2773
449.5102 327.7734
284.1143 310.2422
448.2286 329.4922
447.9225 335.9492
283.8898 307.7188
281.4980 312.5234
281.3265 313.7031
340.0204 374.4375
231.0245 226.7344
343.4122 362.8125
588.4286 374.3320
580.8572 356.1563
558.8735 373.1133
579.9633 361.9063
584.4082 356.7344
589.3715 385.0664
610.4082 342.1484
608.1796 327.3516
579.8163 328.2734
551.9633 266.3164
375.4122 346.8555
321.3714 359.5430
288.0939 331.5078
290.3918 339.9766
302.7714 344.4375
162.8571 226.8672
202.5388 241.1250
251.2286 251.8906
227.9755 303.5742
250.1837 311.7500
377.7388 250.6563
418.8571 257.2031
452.2653 255.2734
449.3714 247.6992
478.6408 282.8125
485.2857 282.6094
449.8979 275.3281
510.1755 297.6367
274.6653 386.7188
533.7510 367.6680
547.3673 374.9531
558.8286 385.2930
439.0000 462.8477
447.6571 458.4023
394.9959 471.3594
262.0408 392.3281
233.9143 411.0781
252.6980 402.1797
558.7143 426.1680
573.9469 459.7188
257.5061 413.2188
248.8694 409.3711
565.2000 451.7188
41.5755 285.1016
221.0000 219.3477
383.5061 191.1094
397.1674 221.0859
428.3469 232.3203
439.2204 249.4102
532.0571 297.9141
427.1755 254.0781
401.2367 271.0781
395.7755 332.0039
342.9714 353.1797
241.1837 332.8867
409.5143 388.3945
430.1469 385.4922
319.7714 360.2773
243.5265 329.1328
244.8571 330.9063
370.2653 327.2500
340.5306 352.3320
238.8979 326.7969
359.5714 334.5195
364.2204 339.4375
415.4490 398.5234
626.3306 303.3477
466.4490 348.8281
469.1714 343.6484
471.8612 344.9844
482.2531 329.9922
475.3674 333.2305
469.9633 312.2344
415.5347 247.6484
419.1877 252.9688
408.9388 263.2813
421.3143 253.9648
424.9061 260.5938
426.0082 259.2266
465.3184 368.8086
457.8735 379.8320
656.6367 404.3047
499.4163 385.7734
436.1714 367.5117
355.6082 380.4727
420.5592 356.2852
423.7714 363.1563
455.1796 315.7188
396.3959 413.7500
330.7755 278.8906
255.6857 295.3906
315.4081 288.5625
289.5918 276.4805
282.5510 292.9375
665.6613 305.1797
321.6000 253.6094
631.4531 337.7422
543.3062 384.4375
302.7469 279.3516
295.8408 265.4688
537.3224 321.1719
302.5143 268.8750
322.6082 285.0000
284.0204 266.7656
559.6000 300.8789
588.9183 316.4375
587.6613 323.0508
505.0163 354.5977
497.5714 372.6914
513.0490 371.2969
483.5837 343.7422
277.7551 337.1875
503.4000 397.2109
418.9673 332.7813
539.9836 335.0078
228.7143 260.5156
292.1102 316.6406
363.6000 365.6289
360.6694 396.3125
381.3102 318.2070
383.1592 331.0625
587.8776 330.2266
393.2082 343.5469
393.6245 349.1250
381.9306 365.3398
378.2408 349.0391
369.7633 319.5625
400.1102 358.5000
393.1143 365.7617
382.5143 371.1602
346.2776 385.4102
425.0612 257.8828
452.2735 282.6563
454.8000 273.2500
447.0694 319.6563
460.0572 366.6797
396.7959 304.2109
395.6000 248.2813
365.6572 248.1953
503.5388 419.7813
534.4857 345.6719
523.9306 346.2422
397.6408 318.9688
541.3469 257.7188
552.8776 291.7031
556.1183 317.5117
537.1428 327.8047
524.5714 354.8516
520.7796 356.0625
484.5428 328.0625
477.8286 325.7500
500.7347 305.5000
552.3265 286.8516
571.8245 283.0313
571.2857 286.8125
590.7714 298.1367
561.1470 308.4727
535.1837 297.8125
520.4612 329.4375
503.2082 311.7813
502.1633 314.5938
474.9592 312.4688
465.0735 309.4297
465.7184 292.7422
492.5714 274.9648
530.9714 306.7031
271.2245 325.4883
273.4122 293.1563
269.5143 322.7500
407.3184 511.9531
447.7347 478.2773
384.6939 470.6758
471.6082 482.3555
461.2939 387.3750
471.8857 388.1719
483.8735 411.7344
459.2694 378.9492
609.9469 407.4844
593.0000 318.5078
465.8163 379.5195
551.2163 521.5898
601.8979 384.3945
488.3796 401.7500
489.9510 397.3594
475.5061 363.6953
482.1347 414.3281
436.4816 434.1719
415.7796 397.4688
372.8817 353.6250
388.4612 300.5586
467.2571 299.4531
362.7265 301.4023
364.7388 301.8828
478.4572 296.5391
412.7429 276.5273
260.3347 282.1680
354.7429 298.1328
363.0530 297.7227
365.5919 288.1133
361.9510 286.3594
364.1183 278.2109
400.0857 279.1563
377.8286 261.6992
319.2286 224.4336
408.7551 375.3828
417.2041 377.5938
432.5919 393.8594
439.7347 398.4375
340.4531 259.9297
575.6122 342.3125
438.7347 328.6016
410.1429 225.4180
411.5143 218.1797
406.8163 216.5781
403.3592 219.2305
406.7347 212.1523
395.8571 233.0938
414.3021 203.6328
415.5020 199.6875
492.0816 228.3438
473.0612 240.6406
333.8735 257.9141
579.8979 348.0625
544.3469 331.2500
531.6122 396.3281
427.5510 336.9922
406.8082 328.7891
141.7143 362.1953
140.5918 360.0820
76.8000 401.5273
255.0898 371.7813
268.1429 342.5938
314.1877 337.4141
333.6163 338.8828
170.8694 308.7734
499.3714 329.1484
574.7755 373.8008
466.5919 235.5313
357.7184 220.8164
368.0041 211.4023
391.6857 210.9531
512.1796 228.4570
470.3061 260.4609
481.5429 270.5156
469.4286 315.1758
466.3347 340.1328
449.5347 399.1094
432.5551 354.3125
422.0286 331.5352
500.6776 211.7656
412.0408 274.3281
444.4082 313.5625
268.5755 236.3633
308.5919 277.4180
405.0612 260.3555
325.1061 280.1172
310.4898 345.3438
397.4000 218.2813
491.5306 408.7109
620.0286 409.5156
619.9429 411.3711
617.9796 418.9375
630.2858 453.5859
563.2734 486.6406
439.6000 369.3125
424.7184 255.9375
394.9184 234.7617
407.4898 234.2305
410.5428 382.2422
310.6122 309.3477
237.4326 363.7969
209.8898 331.0625
212.4898 296.9453
451.0571 257.0430
221.5429 337.2852
225.4735 337.4141
222.3143 337.2852
221.8775 337.5469
481.0041 264.2188
217.6327 325.8594
215.3265 329.2930
222.5837 335.5820
211.9469 335.4102
213.2979 326.7266
542.8816 333.9258
350.6857 239.0781
504.9551 386.5625
524.5674 388.8672
434.0204 287.0820
347.3061 389.8125
371.9714 351.6563
56.5714 294.5625
240.7878 311.0469
233.3102 308.9063
566.9633 339.8906
375.1469 321.8008
511.4857 211.2148
418.3918 333.9102
253.4490 284.5391
506.2245 156.2344
506.0775 161.1797
501.0000 150.4336
435.8163 257.3711
254.7755 288.1875
262.0898 289.6484
254.3837 286.5000
251.7796 255.8555
512.6408 151.0938
334.1633 267.9688
426.1633 270.6797
459.3102 252.8906
462.1388 228.8438
609.4857 325.2500
625.7143 326.1367
579.2694 298.2148
621.0735 282.3164
581.3062 275.9063
562.8367 252.5000
391.3061 375.8750
561.0735 296.0039
569.9673 289.1836
361.3878 345.7500
436.4694 280.2109
375.6000 244.0313
397.4163 390.9688
399.0612 386.2578
337.2531 317.0000
364.1837 335.1953
323.5102 315.5586
334.4000 281.8984
332.3959 328.9180
323.2041 324.9531
336.2612 331.0391
329.1021 328.2578
339.6245 289.4375
334.2612 334.6250
339.3551 350.6055
349.9510 356.4609
356.4286 349.9453
644.9102 232.1797
651.9836 194.8750
203.9347 282.9258
209.2286 277.3438
268.4286 228.1250
327.4531 199.2383
434.3592 406.3906
444.0163 308.2656
406.3061 321.7969
501.5918 334.4531
503.9918 323.1719
507.3551 339.9844
456.5469 266.6563
554.6041 305.0742
473.8735 286.7500
455.3021 319.9141
343.2571 197.3438
305.6735 216.8125
326.6531 235.6797
313.1633 228.3906
281.6000 229.5234
525.5428 216.3438
267.8000 228.6250
386.0816 235.3008
387.4694 243.0664
341.4041 253.0156
346.4980 228.0938
347.3878 228.6328
263.3306 334.6719
261.5633 339.6250
320.6694 324.3594
325.0286 325.1094
328.4163 325.3125
327.8694 328.8281
329.4449 320.2227
319.8571 321.8750
327.6939 324.7773
326.1429 327.9805
326.1225 322.5000
328.9020 325.1250
328.0653 322.9688
329.2286 323.7578
498.2449 312.4844
501.4531 287.0000
493.6163 276.0156
498.6286 284.3828
498.4816 283.7344
495.4939 276.6289
492.9428 319.4766
472.0449 332.5313
454.1265 276.5547
447.4694 274.8906
446.9347 276.2773
311.7918 324.2031
284.7755 323.6953
285.8531 326.4141
258.5265 336.5859
260.0571 343.1328
257.5918 333.6250
259.6571 338.7500
175.5551 218.3281
602.4572 453.9141
413.4286 223.8242
550.8286 289.9688
616.2000 280.9688
608.4612 285.4688
622.1428 303.0625
573.6816 306.1680
503.3837 340.4375
519.0775 337.4375
533.6735 320.7227
531.4980 349.1719
538.4653 286.7891
460.8898 325.7109
423.2980 239.5625
424.8857 270.9766
429.2245 259.8164
440.1714 266.3750
441.1429 269.4922
451.6326 269.1563
449.2245 277.1563
447.7020 274.0391
448.5306 272.6875
438.5388 283.0469
437.5837 284.1836
434.3551 278.9141
438.2000 276.6797
668.5878 337.9375
425.1021 406.2422
658.0571 377.2734
465.2245 405.4063
368.8000 137.7656
461.6735 288.1484
412.6571 251.9688
202.8204 366.4375
420.2327 255.7031
374.3306 362.1563
370.4816 380.1641
547.5061 319.5938
159.1837 270.0000
398.6735 221.2656
177.5714 223.9375
173.2531 229.9375
164.8571 226.2852
168.4490 224.8125
173.5959 237.0000
177.0000 232.5625
162.2000 225.9219
159.6041 227.4102
199.8571 259.7539
197.0490 258.4648
194.0816 258.0469
156.5224 262.0625
169.3673 275.4492
168.0939 269.2344
180.9918 278.5938
203.6572 272.2734
203.9714 274.0313
256.7510 239.4883
227.7143 236.6094
200.2571 258.9414
211.7020 261.7539
207.4857 251.3125
227.1837 258.5000
247.2735 252.2500
254.1714 254.9883
250.2449 258.8359
229.9265 263.1875
222.0122 249.6016
207.0735 243.3125
206.4326 244.7500
207.8000 243.2500
201.4000 248.0391
220.4612 239.0625
232.6735 244.0469
237.7918 246.7500
253.5020 264.0000
241.4735 254.7109
248.6531 258.8164
251.6041 263.9844
244.2857 260.6680
248.0367 259.7031
240.4000 255.0352
244.5918 249.3047
235.6122 244.2500
237.2163 249.9648
222.5714 244.8750
211.2449 239.4492
215.1959 236.3281
220.5102 239.0469
219.9551 241.6523
231.6980 247.8438
230.6939 248.7500
239.9184 255.6680
181.5837 258.5898
188.7102 242.4063
175.4898 259.2344
287.2041 395.5000
293.8326 427.6367
442.9429 379.2031
419.6245 354.4688
155.7265 224.3906
147.2286 226.2500
165.5878 229.7266
169.7347 233.6875
164.3224 234.8125
173.2571 234.0977
170.7837 238.2891
172.4000 229.2500
177.9714 236.1328
289.6367 273.2773
287.7265 273.4219
341.0694 343.5703
350.7632 317.2109
339.4531 332.5703
325.7878 308.6250
408.3837 319.2891
385.0571 340.3359
383.8857 338.3594
385.2612 347.3672
435.0000 195.8281
383.2163 345.5469
383.1633 338.6406
545.5632 391.0547
519.1714 388.3633
468.5428 386.7188
455.7510 383.8125
452.5857 402.6387
458.3143 396.0469
459.9592 398.9531
461.3184 398.5000
488.8898 395.1094
485.6735 380.9258
481.1224 383.7109
472.7143 384.7109
460.3755 394.0625
463.7959 391.4766
474.2041 385.2344
465.2000 390.4766
461.0571 393.0859
462.5510 401.1563
445.7878 248.8281
396.9510 251.0117
412.3429 277.4961
488.9551 240.4375
517.1143 232.1328
541.8367 227.9727
543.4122 231.6133
504.7061 290.4063
420.5796 336.0000
409.6326 334.1641
403.6000 336.7500
402.9347 335.4375
462.1388 265.0078
339.4000 250.6836
453.1633 223.1016
453.1918 219.2148
457.6612 234.1016
452.5796 254.9766
456.8082 260.5000
451.2735 285.7773
450.3306 291.8242
441.1429 340.1250
440.7306 362.5313
418.0204 343.4531
399.7918 319.8359
380.3061 328.8398
374.8571 332.9688
372.1796 317.4063
377.2694 331.3633
375.8286 331.3633
383.3796 330.1406
387.8000 347.6836
500.6122 236.8320
390.7796 385.8984
380.0857 367.3867
469.1510 421.4531
465.6122 444.5625
473.2245 414.5430
462.1224 425.4492
382.1429 380.7578
304.3143 307.4219
316.3755 318.8047
323.0490 342.7070
364.7959 404.3750
356.9184 352.2773
345.3061 380.2422
295.2082 356.3828
453.9918 304.4609
457.3184 303.7188
456.6653 303.4141
457.4735 304.8203
453.5714 309.0938
475.3143 374.2969
447.1061 366.4648
529.0408 409.4102
454.6572 431.5938
394.5388 379.8438
391.2857 386.2500
366.3021 231.7266
104.2000 374.8203
414.1224 238.7969
476.0653 314.4414
467.9755 338.8750
445.7184 322.2813
438.3143 269.6328
284.8898 388.4023
426.3796 266.0898
484.7755 414.0273
507.1877 376.3438
294.3673 411.6211
589.3633 334.2813
561.0735 356.9688
499.8163 359.7188
484.2898 372.3711
492.3510 377.1406
465.3143 360.3281
364.3143 410.3750
464.2653 375.0781
232.5428 255.6250
238.0612 256.9531
430.7837 315.5391
467.9020 304.7734
240.8980 272.2891
491.3674 312.5625
238.5633 264.2109
511.0816 330.3281
228.9592 260.8867
511.7551 329.5313
567.7755 326.4102
569.6041 328.0391
573.4898 343.4336
571.4939 348.1875
219.0367 266.0625
225.8408 270.4453
588.0245 340.2539
226.3306 269.6563
578.7796 349.5781
241.2776 282.5898
592.5102 368.9141
574.1021 382.4531
242.1714 290.9570
419.6694 342.3477
242.0857 280.1992
242.0000 280.1328
231.2041 288.6172
411.3918 351.4922
226.6286 285.5313
251.5551 337.9883
251.8367 337.3672
257.4572 266.6250
253.8041 274.9063
267.9959 201.8594
305.5225 214.8672
306.7918 215.8750
355.0286 229.1641
353.5143 230.0938
382.6694 233.2344
391.2531 248.1719
408.6612 261.2109
433.0000 299.0938
449.0653 287.7148
410.1755 258.5703
423.8857 264.3281
386.5714 263.1406
301.1714 259.8672
285.3388 373.6289
302.9428 379.9922
347.5755 389.2852
365.5551 393.1641
351.7633 375.9531
341.6653 392.0430
358.3673 383.7500
261.4694 406.6406
193.8775 456.5547
108.9551 418.2617
96.6041 411.3125
103.2857 386.3984
100.7510 351.4297
102.9388 344.8008
96.7061 333.1797
101.9388 320.1875
342.3429 368.7656
209.2735 395.3750
415.2980 312.8984
437.5143 297.2344
597.4286 260.9688
597.4857 258.8125
418.9714 286.5000
435.5633 291.8203
618.7959 303.4609
253.8979 314.5313
397.2898 281.5234
178.8857 272.0859
350.9878 331.5508
105.2816 249.1055
94.3102 254.1758
378.4286 331.8594
379.3837 347.4414
375.7837 343.4141
93.0898 255.3203
114.7143 239.3750
377.8571 347.2031
116.7673 227.3750
112.2000 213.6094
137.6000 208.2500
274.2245 362.8242
275.6898 361.5938
279.9388 361.6328
578.0776 334.6563
576.7959 315.4219
583.9388 295.0625
583.9388 293.5313
283.9959 361.9922
279.6000 357.6563
539.0082 233.8281
285.9388 364.2344
583.5510 293.7813
285.2367 365.3594
284.3265 366.1094
283.2449 364.3242
288.0000 364.4219
297.7061 336.7383
318.3428 379.6094
588.2980 297.4531
585.9959 301.5469
582.9673 296.2500
272.9469 359.3438
263.4612 359.9844
574.1877 292.8008
569.9633 293.6250
275.1837 364.3906
567.2204 295.1406
583.1428 297.5781
280.2449 388.5664
586.9061 294.6758
284.7184 359.3906
287.2857 365.4063
712.3224 312.6016
700.0367 412.0117
619.0041 321.9375
594.6000 345.7344
586.5265 353.8203
247.8817 361.7344
567.1021 371.3594
250.2204 358.4063
564.9388 370.1406
248.9265 352.3789
573.1959 356.2578
609.5632 364.0391
566.2612 341.6406
258.1102 358.5938
271.0082 351.5234
595.4000 361.7266
590.9184 370.4766
600.2490 358.1406
597.8082 366.9063
604.1918 366.8125
410.1429 255.7969
402.5714 247.2070
392.8000 302.3750
394.2367 305.5000
393.0571 313.0859
390.0000 320.9844
388.4939 312.9688
398.4612 278.8125
402.0163 281.9219
400.8000 280.2539
397.2653 277.1797
398.1877 276.1328
410.8326 274.0156
408.9388 278.1484
426.5918 281.2578
424.1877 283.1758
421.6204 303.2461
417.7592 286.5938
423.2653 271.9063
414.8694 290.8633
418.8531 296.1719
422.1714 296.2813
418.6286 296.7188
422.0816 293.7656
420.6857 300.5000
321.6327 371.2031
279.2041 398.3359
264.2367 376.9375
297.1429 378.8125
283.4367 338.8125
270.2204 291.3906
241.0572 341.5000
279.0041 368.8047
254.5714 361.2813
260.9020 368.7070
385.6531 401.6563
387.9592 399.2578
508.8326 336.0313
406.5714 403.2813
404.9184 396.1953
401.0735 403.9727
403.5510 403.3750
406.8000 401.2109
427.6490 299.2070
436.7143 247.5195
456.3878 276.5977
440.5878 261.5078
455.8245 264.7266
450.8816 251.7500
515.9877 243.1094
589.1224 176.7656
100.9878 345.8828
203.2776 406.9102
89.3510 365.6250
53.8571 238.5820
115.7551 308.0820
128.5429 312.8125
443.7306 388.0781
304.8571 364.6719
311.9388 373.3828
333.2204 329.4531
329.5837 298.0547
435.6857 342.5703
415.6613 326.3906
577.5714 311.8945
472.8082 328.6992
506.5428 332.1875
549.2000 325.8750
549.8572 337.2500
582.7714 328.5156
585.4286 328.1172
572.8286 323.2813
577.8000 320.6328
569.4898 327.1367
566.4286 320.1563
567.6571 325.6016
608.4531 300.9922
631.3755 325.0898
28.9020 431.9453
77.5796 423.5938
113.4286 406.7188
123.8367 398.6406
98.7306 377.8711
76.1469 285.3281
72.1918 266.2813
121.8449 414.4844
149.0163 433.3828
10.1061 386.4219
111.8490 389.1484
138.7143 388.7500
378.5714 222.3281
258.4857 303.0820
238.9837 275.0391
259.9429 294.2109
263.3224 334.9570
259.9429 365.9648
264.2857 409.3906
251.8776 365.3125
264.5878 327.0156
249.3714 400.5039
268.4490 308.1250
263.8367 344.2813
261.3714 335.3281
271.7796 326.7070
259.6286 308.7148
263.8000 301.1406
268.0571 335.1758
243.2490 261.4844
256.4612 341.8750
256.0000 301.7461
260.4204 317.0898
255.7184 358.1641
252.4163 322.1289
252.4735 313.8594
266.7143 336.7070
245.0327 283.2891
263.0204 314.9375
256.6857 331.1250
390.1551 267.5898
262.4857 411.0938
298.1959 415.5625
293.3469 425.1328
287.2408 411.8125
287.0980 407.1836
295.8571 421.0781
297.8531 421.3555
288.0980 420.7188
281.0816 408.4375
290.6572 433.6875
288.6163 412.6406
288.6122 425.5352
246.7592 283.2188
264.3469 276.7109
482.1959 340.4688
624.9102 368.2500
613.2449 373.4102
613.1429 373.7656
597.2653 386.8047
578.0857 408.9375
580.1265 403.9688
569.4531 418.2891
548.6041 416.2500
538.6285 423.9063
528.4694 420.6094
489.6000 459.5508
518.0082 419.4766
416.4327 419.1563
558.9143 465.1250
291.6857 417.0547
284.4694 439.4844
309.2571 415.2188
283.4245 425.9688
480.5020 359.6445
388.6327 398.6367
366.3918 400.9883
362.6816 404.3203
355.4082 404.0234
245.7143 218.7031
276.9429 218.5313
426.7673 490.6719
250.8286 229.4063
253.7714 230.8594
516.7143 406.7813
487.3429 369.3125
474.3429 403.4688
444.4408 399.8711
484.6939 301.8945
469.1469 294.6328
467.7469 286.9297
428.7510 313.1719
305.6245 435.4688
320.4898 420.5898
328.0980 402.4531
323.2449 386.7969
348.4245 365.4297
340.3673 378.3438
346.7143 377.0195
366.4694 353.9531
385.7714 277.6914
391.5388 302.9492
394.4000 211.0313
392.3143 207.4688
374.0735 210.4844
315.3265 302.2656
299.6122 311.8359
273.9061 316.6367
272.5020 326.0703
273.8776 322.9063
304.6367 303.5977
298.0041 293.1016
315.7102 265.3164
309.2245 265.6719
204.4204 240.5078
202.9714 236.8867
200.2857 240.8750
206.8163 243.3242
206.8367 248.7500
207.3755 251.6797
205.6612 246.0234
213.6939 245.8281
570.5306 242.8438
558.4449 193.8555
554.7143 206.1992
455.8939 241.1641
618.3918 327.8750
620.0408 329.0156
666.0531 305.8906
673.5347 246.7070
628.0327 321.5859
634.3755 299.2500
407.1265 208.4063
384.6816 213.7500
380.2857 216.7813
371.6000 215.4688
368.0939 218.0195
176.2367 241.1797
198.0082 302.7266
340.5428 275.4063
279.1061 273.9375
279.2898 271.0000
371.4408 216.7109
243.2612 297.3398
369.8979 383.3203
213.4490 277.5898
371.4939 250.5352
342.2041 311.5156
353.5592 313.0234
355.5225 303.9844
521.8571 285.4570
338.5020 233.1016
337.9714 235.2422
343.5714 227.8867
386.4000 238.1875
539.5592 246.5703
612.6367 259.3633
210.5306 408.2734
523.8939 342.8750
481.2898 313.0977
470.4041 323.6563
501.2245 295.6250
446.8082 303.9688
460.4286 297.1875
511.6571 314.1172
488.8776 325.9688
492.2776 305.9453
479.8571 245.9727
485.7551 246.7734
476.8000 255.5313
456.3714 259.1875
456.4653 260.5938
457.7020 262.0547
507.3224 179.4219
495.9347 230.4844
498.8571 242.6055
501.3347 236.2891
500.8000 266.9688
506.0776 248.1680
409.5102 254.9492
291.6776 196.5664
443.8286 354.2578
501.5265 364.4609
460.2449 377.7344
371.6041 228.7539
370.0694 258.4492
155.9796 231.6250
190.1959 268.1875
480.2000 335.4414
490.3714 335.3672
488.4449 328.0469
524.4081 325.3594
522.6735 326.6914
563.3673 343.3828
561.4572 337.7422
582.0735 346.1250
581.7143 352.1250
614.4286 350.7109
614.1021 347.0352
657.7551 363.4688
262.9265 254.4219
635.6163 375.6914
289.0000 282.0000
625.7592 370.5547
624.2245 374.0469
634.3387 365.3398
633.8000 370.7188
628.3469 370.0156
666.1428 371.9805
276.4286 278.2891
270.6490 276.8750
653.8571 339.5625
652.1877 336.8359
295.9020 286.2188
300.2490 303.3594
295.0286 304.8125
300.0571 298.2227
280.6000 305.2188
296.5878 303.3008
314.4694 305.8203
310.7959 298.5859
315.6000 295.9063
317.0286 296.8438
299.4204 299.2656
655.3755 367.6016
342.2449 278.2031
387.0123 261.4922
403.8286 261.8438
394.5429 264.5781
396.1265 256.9570
392.0980 254.9453
344.4081 259.8281
328.2367 257.1875
309.9102 269.3750
287.3020 265.3438
294.8408 277.5859
272.5837 293.5000
464.6939 393.5000
488.0612 419.4961
487.4612 422.7500
458.0367 436.8672
216.8776 394.7148
225.2449 291.8242
228.3020 367.9922
221.8408 372.0938
319.5020 386.1875
218.4122 323.7344
216.9959 333.1719
272.6530 361.0781
291.4572 361.1953
295.4857 354.0586
300.1429 353.9531
293.1877 351.6172
275.7837 338.2031
287.9020 350.6914
292.2857 354.3906
284.1469 347.0625
282.2286 342.6641
554.6285 200.1250
485.6082 222.9648
470.5020 232.6484
399.3959 244.6875
298.6490 332.1094
292.3429 331.0820
289.9755 330.0039
297.1469 335.1250
291.7469 333.5742
297.0816 334.2070
300.5551 332.2656
297.5020 332.5859
647.7306 335.4922
236.8163 366.1523
244.8653 355.9219
434.8571 283.4883
250.7592 277.8750
446.4449 282.4063
441.6490 294.6211
448.3551 302.9609
436.9592 251.6211
471.9143 244.2500
477.4572 239.3750
387.4000 269.9922
336.2286 283.1992
314.0123 268.0273
311.5714 259.1016
300.3673 316.2344
268.4326 361.3984
578.6694 209.6367
276.8979 305.5820
277.9796 309.7500
509.2000 306.2891
386.1388 351.5195
409.8857 389.9531
336.6571 259.8164
332.9714 255.3438
339.3265 260.9531
545.9959 238.3320
342.8286 265.2813
336.0367 266.7031
337.2286 262.1875
343.2939 265.2188
341.1837 264.4375
354.3143 266.5234
552.1796 272.5898
342.5102 261.1836
302.0775 260.6875
471.5919 354.8281
214.0612 366.1563
66.8286 379.6250
460.8571 353.0508
434.9388 359.5391
429.1429 363.7266
312.0041 250.2031
433.9102 364.6484
669.4897 377.9375
439.6980 273.7969
434.8286 275.4023
416.9592 369.1250
326.6530 253.6055
318.3837 249.8047
330.9184 247.0391
330.7796 240.0078
330.1429 250.6211
674.6613 324.4922
325.4980 242.4063
323.4572 242.5859
298.7347 243.3594
245.4000 306.4609
246.5061 310.4648
247.4408 322.9180
251.3347 327.1875
266.7714 311.4063
266.4286 314.8203
285.0612 317.3672
268.5796 316.4375
268.1633 319.3320
303.1837 206.9063
273.8408 212.2813
249.7633 332.0391
252.9633 317.4453
186.0000 287.6094
289.6122 248.8711
231.9184 274.3906
672.4979 421.3281
567.6613 321.2695
548.9388 288.4336
304.8123 286.4180
407.9102 392.4766
411.2980 306.5781
426.0571 285.3594
438.2939 300.0781
432.3347 331.5000
429.7469 329.5938
423.0572 312.2109
429.2000 346.4414
392.3510 349.9570
522.4979 319.0781
403.7265 378.2344
526.2776 318.2500
518.2857 309.0313
328.8694 262.7383
207.0898 259.2344
257.7347 317.6211
270.3388 369.4609
273.8735 363.8125
308.7143 378.7617
377.1306 353.7344
434.0000 330.0000
405.5919 319.2852
322.1796 296.8828
329.8286 304.1641
323.1633 308.0313
691.5306 264.6406
640.9429 246.5078
324.5306 293.4297
329.1633 310.8906
597.7266 263.2266
585.6122 277.3906
577.5102 254.6289
575.5673 252.3281
496.0653 223.5938
491.8571 239.5977
487.6041 237.5625
125.6245 268.9063
201.6000 280.0547
196.2735 282.2500
225.2000 284.1406
419.0081 294.5000
475.7143 249.4063
485.4612 249.7305
